Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,temperature,wind_speed,precipitation,season,league_home_avg,league_away_avg,HomeTeam_goals_5avg,HomeTeam_win_pct,AwayTeam_goals_5avg,AwayTeam_win_pct,Home_clean_sheets_5,Home_goals_conceded_5avg,Away_clean_sheets_5,Away_goals_conceded_5avg,Home_shot_conv_3,Away_shot_conv_3,Home_avg_cards_5,Away_avg_cards_5,Home_days_rest,Away_days_rest,Home_comeback_pts_10,Away_comeback_pts_10,h2h_goal_diff
2019-02-16,Monaco,Nantes,1,0,H,1,0,H,,11,6,6,2,13,22,2,3,4,2,0,0,10.345833333333331,4.5,0.0,2018,1.4710526315789474,1.0868421052631578,1.0,0.6,0.2,0.4,0.0,2.2,1.0,1.2,0.11427591920692512,0.027024835824122368,2.0,1.6,14.0,24.0,0.0,0.0,0
2019-02-17,Bordeaux,Toulouse,2,1,H,1,0,H,,8,20,4,5,14,20,7,5,2,2,0,0,9.75,11.4375,0.0,2018,1.4710526315789474,1.0868421052631578,1.4,0.6,1.2,0.3,2.0,1.0,2.0,1.0,0.14284489900865643,0.14813168907158464,2.0,3.2,28.0,14.0,0.0,1.0,0
2019-02-17,Caen,Strasbourg,0,0,D,0,0,D,,11,15,2,3,6,13,8,6,0,3,0,0,9.966666666666669,16.30833333333333,0.0,2018,1.4710526315789474,1.0868421052631578,0.8,0.5,2.6,0.3,0.0,1.6,0.0,1.4,0.03124707058713246,0.21619868659297894,3.2,2.0,24.0,25.0,0.0,0.0,0
2019-02-17,Lille,Montpellier,0,0,D,0,0,D,,12,8,3,2,10,12,1,4,3,3,0,0,7.954166666666667,15.300000000000002,0.0,2018,1.4710526315789474,1.0868421052631578,2.0,0.6,0.8,0.2,1.0,1.2,1.0,1.0,0.14284839703691612,0.054049671648244736,1.6,1.0,-16.0,41.0,0.0,1.0,0
2019-02-17,Reims,Rennes,2,0,H,1,0,H,,7,10,4,1,13,10,2,4,1,1,0,0,7.695833333333333,12.708333333333334,0.0,2018,1.4710526315789474,1.0868421052631578,1.4,0.7,1.4,0.2,0.0,1.2,2.0,1.6,0.1315685603768124,0.0909008271975275,2.0,1.8,14.0,11.0,0.0,0.0,0
2019-02-17,St Etienne,Paris SG,0,1,A,0,0,D,,11,11,2,3,8,18,4,5,1,5,0,0,7.9333333333333345,15.195833333333333,0.0,2018,1.4710526315789474,1.0868421052631578,2.2,0.8,2.2,0.1,2.0,0.8,2.0,1.0,0.13512417912061184,0.08928093137867614,1.4,1.4,24.0,-274.0,2.0,1.0,0
2019-02-20,Bordeaux,Guingamp,0,0,D,0,0,D,,11,13,4,1,7,12,8,7,2,2,0,0,8.845833333333333,7.787499999999999,0.0,2018,1.4710526315789474,1.0868421052631578,1.8,0.8,1.0,0.1,1.0,1.2,1.0,3.0,0.13332000133320002,0.11998560172779267,1.6,2.0,28.0,27.0,0.0,0.0,0
2019-02-20,Paris SG,Montpellier,5,1,H,2,1,H,,18,15,9,7,11,11,8,3,2,1,0,0,5.966666666666666,6.583333333333335,0.0,2018,1.4710526315789474,1.0868421052631578,3.2,0.9,0.4,0.1,4.0,0.2,2.0,0.8,0.2692152375824472,0.03124707058713246,1.4,1.6,218.0,-13.0,0.0,1.0,0
2019-02-22,Dijon,St Etienne,0,1,A,0,0,D,,11,16,2,6,13,7,4,5,0,0,0,0,9.120833333333334,10.254166666666666,0.0,2018,1.4710526315789474,1.0868421052631578,1.2,0.8,1.0,0.1,2.0,0.8,1.0,1.6,0.11110185262339249,0.06895838361548806,3.2,2.4,188.0,245.0,0.0,0.0,0
2019-02-22,Strasbourg,Lille,1,1,D,0,1,A,,9,15,2,5,16,13,6,2,1,1,0,0,8.275,7.5666666666666655,0.1,2018,1.4710526315789474,1.0868421052631578,1.4,0.7,2.2,0.2,2.0,1.0,2.0,0.8,0.10809934329648947,0.23331000233310006,1.8,2.0,219.0,250.0,1.0,0.0,0
2019-02-23,Amiens,Nice,1,0,H,1,0,H,,11,7,4,0,13,15,4,4,0,2,0,0,8.120833333333332,11.004166666666668,0.0,2018,1.4710526315789474,1.0868421052631578,0.2,0.7,0.4,0.1,2.0,1.2,0.0,2.2,0.038457101103718805,0.03703292226789616,1.2,1.4,218.0,45.0,0.0,0.0,0
2019-02-23,Guingamp,Angers,1,0,H,0,0,D,,8,8,3,1,11,12,6,2,2,2,0,0,11.8875,10.5375,0.0,2018,1.4710526315789474,1.0868421052631578,0.6,0.6,0.6,0.2,0.0,1.4,3.0,0.8,0.09998500224966253,0.09374121176139738,1.2,1.6,249.0,218.0,0.0,0.0,0
2019-02-23,Paris SG,Nimes,3,0,H,1,0,H,,21,8,7,3,15,10,9,7,3,0,0,0,8.691666666666668,9.829166666666667,0.0,2018,1.4710526315789474,1.0868421052631578,4.0,0.7,1.4,0.3,3.0,0.4,1.0,1.8,0.22725723246142313,0.08888296335799835,1.8,2.2,-194.0,249.0,0.0,1.0,0
2019-02-24,Monaco,Lyon,2,0,H,2,0,H,,11,9,5,3,20,18,3,6,3,1,0,0,9.445833333333336,5.191666666666667,0.0,2018,1.4710526315789474,1.0868421052631578,1.0,0.7,1.2,0.3,1.0,1.8,1.0,1.0,0.12120110293003666,0.046872802837367,2.8,2.2,14.0,248.0,0.0,2.0,0
2019-02-24,Montpellier,Reims,2,4,A,1,1,D,,19,15,4,8,13,12,5,2,0,1,0,0,10.370833333333335,8.808333333333332,0.0,2018,1.4710526315789474,1.0868421052631578,1.4,0.6,0.8,0.3,1.0,1.2,2.0,0.6,0.13887731577924062,0.11998560172779267,1.8,2.2,248.0,249.0,0.0,0.0,0
2019-02-24,Nantes,Bordeaux,1,0,H,0,0,D,,19,7,8,2,12,14,11,1,2,2,0,0,8.179166666666665,9.983333333333334,0.0,2018,1.4710526315789474,1.0868421052631578,1.6,0.5,0.4,0.3,1.0,1.6,0.0,1.0,0.057688979481952965,0.0,1.8,2.0,245.0,123.0,0.0,0.0,0
2019-02-24,Rennes,Marseille,1,1,D,1,0,H,,16,9,3,2,14,15,7,2,4,3,0,1,8.379166666666666,7.241666666666666,0.0,2018,1.4710526315789474,1.0868421052631578,2.0,0.5,1.2,0.4,5.0,0.0,1.0,1.2,0.08695085103145446,0.09999250056245781,1.0,1.8,242.0,181.0,0.0,1.0,0
