HomeTeam_goals_5avg,AwayTeam_goals_5avg,HomeTeam_win_pct,AwayTeam_win_pct,h2h_goal_diff,Home_goals_conceded_5avg,Away_goals_conceded_5avg,Home_clean_sheets_5,Away_clean_sheets_5,Home_shot_conv_3,Away_shot_conv_3,Home_avg_cards_5,Away_avg_cards_5,Home_comeback_pts_10,Away_comeback_pts_10
1.4157894736842105,1.0394736842105263,0.5,0.5,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.5,0.5,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,1.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,1.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,1.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,2.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,1.0,0.0
1.4157894736842105,1.0394736842105263,0.0,0.0,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0
2.0,2.0,0.1,0.1,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.13332444503699753,0.1176401388153638,1.5701119157340355,1.8169848584595127,0.0,1.0
1.0,1.0,0.1,0.2,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.0909008271975275,0.1999600079984003,1.5701119157340355,1.8169848584595127,0.0,0.0
1.0,1.0,0.1,0.2,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.06249609399412536,0.11109876680368849,1.5701119157340355,1.8169848584595127,0.0,0.0
1.0,0.0,0.1,0.2,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.06249609399412536,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0
0.0,2.0,0.1,0.3,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.0,0.22219753360737698,1.5701119157340355,1.8169848584595127,0.0,1.0
3.0,0.0,0.2,0.3,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.2727024815925825,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0
2.0,4.0,0.3,0.4,0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.15383432043688947,0.28569387900864224,1.5701119157340355,1.8169848584595127,0.0,0.0
