Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,temperature,wind_speed,precipitation
08/11/15,Bordeaux,Monaco,3,1,H,2,1,H,,9,13,4,6,17,14,5,10,2,2,0,0,15.774999999999999,8.433333333333332,0.0
08/11/15,Lyon,St Etienne,3,0,H,1,0,H,,17,6,8,1,19,20,5,3,4,4,0,0,13.687499999999998,8.05,0.0
08/11/15,Marseille,Nice,0,1,A,0,1,A,,14,9,3,4,14,11,7,5,2,2,0,0,13.325000000000001,4.408333333333333,0.0
20/11/15,Nice,Lyon,3,0,H,1,0,H,,13,13,8,1,13,3,3,2,1,2,0,0,14.654166666666663,10.120833333333334,0.0
21/11/15,Guingamp,Toulouse,2,0,H,0,0,D,,7,13,5,3,17,24,3,7,3,3,0,1,6.470833333333332,36.24166666666667,5.2
21/11/15,Lorient,Paris SG,1,2,A,0,2,A,,13,8,6,3,13,14,3,2,2,1,0,0,8.199999999999998,35.42916666666666,0.1
21/11/15,Monaco,Nantes,1,0,H,1,0,H,,8,12,4,2,13,16,6,3,2,1,0,0,13.633333333333333,20.31666666666667,1.1
21/11/15,Montpellier,Reims,3,1,H,1,1,D,,11,11,4,4,12,18,3,4,3,2,0,0,11.449999999999998,34.262499999999996,4.6000000000000005
21/11/15,Troyes,Lille,1,1,D,0,1,A,,10,16,5,6,17,20,6,12,2,1,0,0,5.141666666666667,21.837500000000002,3.9
22/11/15,Bastia,Ajaccio GFCO,1,2,A,1,1,D,,9,15,5,4,11,14,2,4,2,1,0,0,10.341666666666667,18.80416666666667,13.099999999999998
22/11/15,Caen,Angers,0,0,D,0,0,D,,13,11,2,4,8,13,4,8,1,1,1,0,4.45,9.487499999999997,3.2
22/11/15,Rennes,Bordeaux,2,2,D,1,1,D,,8,8,4,5,17,10,5,2,2,2,0,1,4.733333333333333,6.808333333333333,0.4
22/11/15,St Etienne,Marseille,0,2,A,0,1,A,,12,14,4,6,10,9,5,7,1,1,0,0,1.1875000000000002,17.758333333333336,3.6
27/11/15,Lyon,Montpellier,2,4,A,1,2,A,,12,15,5,9,13,17,5,2,3,4,0,0,3.2125,13.395833333333336,0.0
28/11/15,Ajaccio GFCO,Lorient,1,1,D,1,1,D,,17,5,3,2,12,8,4,3,2,1,0,0,12.083333333333334,7.5,0.0
28/11/15,Angers,Lille,2,0,H,2,0,H,,9,8,5,0,22,13,1,4,2,3,0,1,7.004166666666667,16.254166666666663,0.4
28/11/15,Nantes,Bastia,0,0,D,0,0,D,,14,6,3,1,24,11,7,1,2,2,1,0,8.441666666666666,17.01666666666667,0.1
28/11/15,Paris SG,Troyes,4,1,H,1,0,H,,22,11,9,3,5,8,7,2,0,1,0,0,7.162499999999999,19.329166666666666,0.7
28/11/15,Reims,Rennes,2,2,D,0,1,A,,12,11,4,6,14,17,3,2,3,4,1,0,5.8125,19.85833333333333,0.9999999999999999
28/11/15,Toulouse,Nice,2,0,H,1,0,H,,10,8,6,3,13,9,3,3,2,2,0,1,8.437499999999998,16.404166666666665,1.8
29/11/15,Bordeaux,Caen,1,4,A,0,1,A,,10,13,3,10,15,15,4,6,3,2,1,0,12.049999999999999,13.795833333333333,0.0
29/11/15,Marseille,Monaco,3,3,D,1,2,A,,12,10,6,5,15,23,3,4,1,3,0,0,8.908333333333335,20.120833333333334,0.0
29/11/15,St Etienne,Guingamp,3,0,H,0,0,D,,10,14,7,4,23,18,4,3,2,3,1,0,3.8541666666666665,3.387499999999999,0.0
01/12/15,Angers,Paris SG,0,0,D,0,0,D,,8,12,1,3,8,8,3,12,0,1,0,0,10.158333333333333,11.520833333333336,0.0
01/12/15,Lorient,Nice,0,0,D,0,0,D,,10,12,3,7,13,16,7,2,2,5,0,0,12.845833333333337,20.895833333333332,0.0
01/12/15,Nantes,Lyon,0,0,D,0,0,D,,9,10,3,5,23,10,3,1,1,2,0,0,11.362499999999999,10.391666666666666,0.0
02/12/15,Bastia,Bordeaux,1,0,H,0,0,D,,8,6,4,2,18,13,7,6,1,1,0,0,12.062500000000002,3.6666666666666665,0.0
02/12/15,Guingamp,Reims,1,2,A,1,1,D,,8,6,2,4,21,26,4,0,2,4,1,1,10.933333333333332,18.875,0.0
02/12/15,Lille,St Etienne,1,0,H,0,0,D,,13,9,5,0,12,26,6,4,2,2,0,0,9.279166666666667,15.720833333333339,0.0
02/12/15,Monaco,Caen,1,1,D,0,0,D,,10,8,4,3,9,14,4,4,0,2,0,0,11.65,2.45,0.1
02/12/15,Montpellier,Ajaccio GFCO,0,2,A,0,1,A,,16,6,6,3,7,13,9,0,1,4,0,0,7.312499999999999,4.358333333333334,0.0
02/12/15,Troyes,Toulouse,0,3,A,0,1,A,,18,11,7,8,11,15,10,6,0,1,1,1,8.1,4.570833333333333,0.0
03/12/15,Rennes,Marseille,0,1,A,0,1,A,,10,11,1,5,17,11,5,3,4,2,0,0,10.141666666666666,17.212500000000002,0.8999999999999999
04/12/15,Nice,Paris SG,0,3,A,0,2,A,,7,15,2,6,9,12,3,2,0,2,1,0,10.708333333333336,4.2250000000000005,0.0
05/12/15,Ajaccio GFCO,Nantes,1,1,D,0,0,D,,25,12,6,3,11,19,5,2,2,2,0,0,13.108333333333336,4.1833333333333345,0.0
05/12/15,Bastia,Monaco,1,2,A,0,0,D,,5,7,2,2,13,13,2,3,3,1,0,0,12.595833333333337,3.758333333333333,0.0
05/12/15,Caen,Lille,1,2,A,0,1,A,,15,12,5,5,16,14,14,2,2,3,0,0,7.779166666666666,22.745833333333326,0.0
05/12/15,Lyon,Angers,0,2,A,0,1,A,,13,9,1,6,15,7,7,1,3,1,0,0,7.491666666666667,5.362500000000001,0.0
05/12/15,Reims,Troyes,1,1,D,1,0,H,,11,14,3,4,8,12,7,2,1,1,0,0,5.241666666666666,15.7875,0.0
05/12/15,Toulouse,Lorient,2,3,A,1,0,H,,20,5,3,4,15,17,10,2,1,2,0,0,11.050000000000002,9.3125,0.0
06/12/15,Bordeaux,Guingamp,1,0,H,0,0,D,,13,8,4,2,10,17,4,2,1,2,0,0,10.120833333333335,10.387500000000001,0.0
06/12/15,Marseille,Montpellier,2,2,D,0,1,A,,14,6,8,2,10,12,6,3,2,1,0,0,12.075000000000003,8.3,0.9000000000000001
06/12/15,St Etienne,Rennes,1,1,D,0,1,A,,14,5,4,3,15,10,12,3,2,3,0,0,8.954166666666667,13.429166666666665,0.0
11/12/15,Rennes,Caen,1,1,D,0,0,D,,22,12,8,3,7,9,12,7,1,0,0,1,9.620833333333332,13.766666666666666,0.0
12/12/15,Lille,Lorient,3,0,H,1,0,H,,16,11,7,3,13,10,3,6,2,2,0,0,8.012500000000001,15.091666666666667,0.5
12/12/15,Montpellier,Guingamp,2,1,H,0,1,A,,10,9,6,4,13,20,1,5,3,2,0,1,7.141666666666665,6.1875,0.0
12/12/15,Nantes,Toulouse,1,1,D,0,0,D,,15,5,2,3,18,15,4,1,4,4,0,1,8.85,9.987500000000002,0.0
12/12/15,Reims,Nice,1,1,D,0,1,A,,17,7,7,3,12,13,3,2,2,2,1,0,9.091666666666665,14.912500000000001,0.8
12/12/15,Troyes,Bastia,1,1,D,0,1,A,,17,11,4,3,11,21,10,5,2,4,0,0,8.891666666666667,13.029166666666663,0.0
13/12/15,Angers,Bordeaux,1,1,D,0,1,A,,7,3,3,2,13,9,5,4,1,2,0,0,4.741666666666667,8.1,0.0
13/12/15,Marseille,Ajaccio GFCO,1,1,D,1,1,D,,9,9,3,2,12,24,2,3,2,4,1,0,11.133333333333335,8.700000000000001,0.1
13/12/15,Monaco,St Etienne,1,0,H,0,0,D,,10,5,4,0,20,17,10,5,3,2,0,1,10.000000000000002,6.404166666666669,0.0
13/12/15,Paris SG,Lyon,5,1,H,2,1,H,,11,9,8,3,16,9,6,1,2,1,0,0,6.224999999999999,9.116666666666669,0.0
18/12/15,Nice,Montpellier,1,0,H,1,0,H,,9,10,4,6,18,15,9,8,2,2,0,0,11.266666666666666,5.233333333333333,0.0
19/12/15,Bastia,Reims,2,0,H,1,0,H,,7,11,2,2,18,7,4,5,3,1,0,0,12.379166666666665,4.345833333333332,0.0
19/12/15,Caen,Paris SG,0,3,A,0,2,A,,8,18,1,10,9,11,7,7,3,2,0,0,13.75,22.42916666666667,0.0
19/12/15,Guingamp,Rennes,0,2,A,0,0,D,,13,9,4,5,11,11,10,3,1,2,0,0,14.566666666666665,27.904166666666672,0.0
19/12/15,Lorient,Nantes,0,0,D,0,0,D,,18,13,2,6,6,17,9,7,0,3,0,0,14.345833333333326,26.599999999999998,0.30000000000000004
19/12/15,Toulouse,Lille,1,1,D,1,0,H,,7,24,4,6,18,11,2,8,2,1,1,0,11.370833333333332,17.662500000000005,0.0
19/12/15,Troyes,Monaco,0,0,D,0,0,D,,11,16,2,5,6,17,6,15,2,3,1,0,9.775,11.108333333333334,0.0
