Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,temperature,wind_speed,precipitation
03/12/13,Nice,Monaco,0,3,A,0,2,A,,6,13,4,5,19,15,5,3,1,0,0,0,9.975,9.0625,0.0
04/12/13,Ajaccio,Bastia,1,1,D,0,1,A,,4,15,2,5,16,16,1,2,2,1,1,0,12.270833333333334,4.112500000000001,0.5
04/12/13,Evian Thonon Gaillard,Paris SG,2,0,H,0,0,D,,13,17,3,3,13,8,6,10,1,0,0,0,2.1458333333333335,4.254166666666666,0.0
04/12/13,Guingamp,Bordeaux,0,1,A,0,1,A,,7,9,2,6,13,13,7,0,1,1,1,1,7.920833333333333,10.641666666666667,0.0
04/12/13,Montpellier,Lorient,0,2,A,0,0,D,,13,13,3,4,13,11,9,6,2,1,2,0,6.712500000000001,9.616666666666669,0.0
04/12/13,Rennes,St Etienne,3,1,H,1,0,H,,11,27,5,11,8,12,4,10,1,2,0,0,5.441666666666667,4.154166666666666,0.0
04/12/13,Sochaux,Reims,0,2,A,0,1,A,,9,11,2,5,9,14,9,3,0,1,0,0,1.6624999999999996,2.8375,0.0
05/12/13,Lyon,Toulouse,1,1,D,1,0,H,,15,7,5,3,15,14,7,2,2,2,0,0,2.9499999999999993,7.520833333333333,0.0
06/12/13,Marseille,Nantes,0,1,A,0,1,A,,19,10,6,3,6,14,10,5,2,1,0,0,7.3625,31.870833333333334,0.0
07/12/13,Lorient,Rennes,2,0,H,1,0,H,,17,5,7,2,15,11,6,4,2,0,0,1,6.95,10.125,0.0
07/12/13,Paris SG,Sochaux,5,0,H,1,0,H,,18,5,8,2,17,13,5,5,3,3,0,0,5.550000000000001,9.9125,0.0
07/12/13,Reims,Nice,1,0,H,0,0,D,,15,13,3,2,12,15,4,4,1,2,0,0,4.8,12.408333333333331,0.0
07/12/13,Valenciennes,Guingamp,1,1,D,1,0,H,,11,12,3,2,22,16,8,1,1,2,0,0,6.037500000000001,13.387500000000001,0.0
08/12/13,Bastia,Lyon,1,3,A,1,0,H,,5,8,2,3,13,13,0,1,3,1,1,0,11.429166666666667,11.4125,0.0
08/12/13,Bordeaux,Lille,1,0,H,1,0,H,,10,5,4,1,14,14,3,2,0,1,1,0,1.6333333333333335,5.9875,0.0
08/12/13,Monaco,Ajaccio,1,0,H,0,0,D,,22,5,5,3,11,15,10,2,1,0,0,1,9.566666666666668,3.9874999999999994,0.0
08/12/13,Toulouse,Montpellier,1,1,D,0,1,A,,15,12,4,3,14,20,10,3,3,1,1,1,2.466666666666667,8.441666666666665,0.0
13/12/13,Montpellier,St Etienne,0,1,A,0,0,D,,5,14,0,3,11,15,7,1,2,3,0,0,9.070833333333335,5.866666666666666,0.0
14/12/13,Ajaccio,Lorient,1,2,A,1,1,D,,12,10,6,2,13,10,5,6,1,2,0,0,11.708333333333334,6.783333333333334,0.0
14/12/13,Evian Thonon Gaillard,Reims,1,1,D,0,0,D,,16,11,5,5,12,18,2,3,0,1,0,0,0.7958333333333334,4.6125,0.2
14/12/13,Guingamp,Monaco,0,2,A,0,2,A,,10,17,3,3,11,13,4,7,1,2,1,0,9.104166666666668,27.937500000000004,0.0
14/12/13,Nantes,Toulouse,1,2,A,0,0,D,,13,11,2,4,18,5,8,5,2,2,0,0,6.554166666666666,14.537499999999996,0.0
14/12/13,Nice,Sochaux,1,0,H,1,0,H,,11,8,6,0,13,22,8,5,1,3,0,0,9.258333333333335,2.6958333333333333,0.0
14/12/13,Rennes,Paris SG,1,3,A,0,1,A,,6,7,2,5,11,19,9,4,1,1,0,0,6.524999999999999,16.31666666666667,0.0
15/12/13,Bordeaux,Valenciennes,2,1,H,0,0,D,,11,5,4,3,12,12,5,2,1,2,0,0,6.608333333333333,8.270833333333334,0.0
15/12/13,Lille,Bastia,2,1,H,2,1,H,,17,9,7,4,12,11,10,5,3,1,0,0,7.104166666666665,22.012500000000003,0.3
15/12/13,Lyon,Marseille,2,2,D,2,1,H,,15,11,8,5,10,16,5,1,2,3,0,0,3.0625,4.712500000000001,0.0
20/12/13,Monaco,Valenciennes,1,2,A,0,1,A,,20,5,10,4,10,23,13,2,1,5,0,0,10.004166666666666,10.4875,46.1
21/12/13,Bastia,Montpellier,0,0,D,0,0,D,,13,7,5,2,13,14,3,2,2,1,0,0,13.366666666666665,9.941666666666666,0.0
21/12/13,Nice,Evian Thonon Gaillard,3,1,H,0,1,A,,20,10,7,5,11,15,9,3,3,2,0,0,10.299999999999999,4.695833333333333,0.5
21/12/13,Reims,Ajaccio,4,1,H,0,0,D,,18,15,8,4,16,14,7,7,1,2,0,0,4.120833333333334,20.662499999999998,0.6
21/12/13,Sochaux,Rennes,2,1,H,1,1,D,,7,14,4,5,17,11,1,3,1,2,0,0,2.2375,6.925,0.0
