Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,temperature,wind_speed,precipitation,season,league_home_avg,league_away_avg,HomeTeam_goals_5avg,HomeTeam_win_pct,AwayTeam_goals_5avg,AwayTeam_win_pct,Home_clean_sheets_5,Home_goals_conceded_5avg,Away_clean_sheets_5,Away_goals_conceded_5avg,Home_shot_conv_3,Away_shot_conv_3,Home_avg_cards_5,Away_avg_cards_5,Home_comeback_pts_10,Away_comeback_pts_10,h2h_goal_diff
F1,2018-04-15,Paris SG,Monaco,7,1,H,4,1,H,12,11,7,2,8,8,4,2,1,3,0,0,12.7375,12.370833333333332,1.1,2017,1.5289473684210526,1.1894736842105262,3.8,0.2,2.6,0.6,3.0,0.6,1.0,1.4,0.2380782325072019,0.25923045587527316,2.0,1.6,0.0,0.0,0
F1,2018-04-15,Troyes,Marseille,2,3,A,1,1,D,12,21,7,9,15,8,5,8,2,2,0,0,13.016666666666667,7.675000000000002,0.1,2017,1.5289473684210526,1.1894736842105262,0.4,0.2,1.8,0.6,3.0,0.8,1.0,1.4,0.0,0.10203456931208293,1.4,2.8,0.0,0.0,0
F1,2018-04-20,Dijon,Lyon,2,5,A,1,1,D,17,17,5,11,11,12,9,5,1,2,0,0,18.60833333333333,6.533333333333331,0.0,2017,1.5289473684210526,1.1894736842105262,1.8,0.2,2.6,0.6,1.0,1.4,1.0,1.6,0.11427591920692512,0.2045315092152808,2.2,2.4,1.0,1.0,0
F1,2018-04-20,Nantes,Rennes,1,1,D,1,0,H,13,18,7,9,17,12,5,8,6,2,1,0,19.03333333333333,7.983333333333334,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.2,1.8,0.5,1.0,1.4,3.0,0.6,0.0370349795381738,0.15150137866254584,1.0,1.8,0.0,2.0,0
F1,2018-04-21,Amiens,Strasbourg,3,1,H,1,0,H,7,15,5,2,20,11,2,6,4,2,0,0,17.349999999999998,7.787500000000001,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.3,1.2,0.5,2.0,1.0,0.0,2.4,0.12120110293003666,0.0882275093374114,1.8,1.6,0.0,0.0,0
F1,2018-04-21,Guingamp,Monaco,3,1,H,2,0,H,24,4,12,1,13,17,10,1,0,2,0,1,18.366666666666664,11.466666666666669,0.0,2017,1.5289473684210526,1.1894736842105262,2.0,0.3,2.4,0.4,2.0,1.6,1.0,2.4,0.1951076750481672,0.17239595903872015,1.8,1.8,0.0,0.0,0
F1,2018-04-21,Marseille,Lille,5,1,H,4,0,H,19,14,8,3,9,8,3,6,0,1,0,0,18.52083333333333,5.683333333333333,0.0,2017,1.5289473684210526,1.1894736842105262,2.0,0.3,1.0,0.3,2.0,1.4,0.0,1.8,0.06817716973842693,0.0909008271975275,2.0,1.4,0.0,0.0,0
F1,2018-04-21,Metz,Caen,1,1,D,0,0,D,15,5,3,4,9,11,7,2,2,1,0,0,18.72083333333333,6.541666666666665,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.3,0.0,0.3,0.0,1.8,1.0,1.8,0.06666000066660001,0.0,2.0,2.0,0.0,0.0,0
F1,2018-04-21,Toulouse,Angers,2,0,H,1,0,H,14,7,8,0,11,11,6,2,1,2,0,0,17.95,13.016666666666667,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.3,0.8,0.2,0.0,1.8,1.0,1.2,0.07499437542184337,0.06976257470409042,2.2,2.2,0.0,0.0,0
F1,2018-04-22,Bordeaux,Paris SG,0,1,A,0,0,D,21,10,8,2,15,8,8,5,0,1,0,0,18.1375,9.187500000000002,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,1.8,0.2,2.0,1.0,3.0,0.4,0.055550926311696246,0.10637618875390933,1.0,1.8,0.0,0.0,0
F1,2018-04-22,Nice,Montpellier,1,0,H,0,0,D,16,5,4,2,10,13,3,3,0,0,0,0,18.72083333333333,6.812500000000001,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,1.0,0.2,0.0,1.2,3.0,0.4,0.08510095100312746,0.14284183837445988,2.2,1.8,0.0,0.0,0
F1,2018-04-22,St Etienne,Troyes,2,1,H,0,1,A,18,6,6,3,5,21,7,2,0,2,0,0,17.916666666666668,10.908333333333331,0.0,2017,1.5289473684210526,1.1894736842105262,1.8,0.3,0.4,0.1,1.0,1.2,0.0,2.0,0.11110370419749796,0.03703292226789616,1.0,1.2,0.0,0.0,0
F1,2018-04-25,Caen,Toulouse,0,0,D,0,0,D,9,5,0,2,9,11,1,2,2,1,0,0,12.095833333333331,20.21666666666667,0.1,2017,1.5289473684210526,1.1894736842105262,1.6,0.3,0.6,0.0,1.0,1.8,2.0,1.0,0.15150137866254584,0.024998125140614454,2.2,2.2,0.0,0.0,0
F1,2018-04-27,Montpellier,St Etienne,0,1,A,0,1,A,25,7,5,5,9,7,9,1,0,2,0,0,15.108333333333327,8.704166666666667,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.3,1.4,0.1,0.0,1.6,3.0,0.4,0.08510095100312746,0.17239595903872015,1.4,2.0,0.0,0.0,0
F1,2018-04-28,Bordeaux,Dijon,3,1,H,1,0,H,10,10,4,3,14,12,4,4,1,0,0,0,11.679166666666667,6.837500000000001,9.4,2017,1.5289473684210526,1.1894736842105262,0.4,0.2,1.2,0.1,2.0,0.8,2.0,1.0,0.044441481678999174,0.13332000133320002,1.0,2.0,0.0,0.0,0
F1,2018-04-28,Lille,Metz,3,1,H,2,0,H,15,14,9,4,11,12,3,5,0,2,0,0,11.9625,17.25416666666667,1.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.1,1.2,0.2,0.0,1.6,0.0,2.2,0.09999000099990002,0.16664583593717452,0.8,3.0,0.0,1.0,0
F1,2018-04-28,Lyon,Nantes,2,0,H,1,0,H,25,12,11,4,7,14,6,4,1,1,0,0,13.5375,9.120833333333334,4.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.2,1.2,0.2,3.0,0.6,0.0,1.6,0.09230343214928541,0.0882275093374114,1.0,1.8,0.0,0.0,0
F1,2018-04-28,Monaco,Amiens,0,0,D,0,0,D,16,7,1,1,9,13,6,6,1,2,1,1,18.287500000000005,3.995833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,2.6,0.3,1.0,0.2,1.0,1.0,2.0,1.4,0.1764550186748228,0.07999040115186178,2.2,1.0,1.0,0.0,0
F1,2018-04-28,Strasbourg,Nice,1,1,D,1,0,H,9,11,2,7,18,13,3,8,2,4,0,0,14.012499999999998,7.237500000000001,1.5,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,2.0,0.2,1.0,1.4,2.0,1.2,0.04761678015332603,0.17020190200625493,2.4,1.8,0.0,1.0,0
F1,2018-04-28,Troyes,Caen,3,1,H,2,1,H,5,13,3,2,8,16,4,5,1,2,0,0,11.379166666666668,12.283333333333331,1.9000000000000004,2017,1.5289473684210526,1.1894736842105262,0.6,0.2,0.2,0.2,2.0,1.4,0.0,2.0,0.06060055146501833,0.03703292226789616,1.8,1.8,0.0,0.0,0
F1,2018-04-29,Angers,Marseille,1,1,D,0,1,A,14,13,6,5,9,9,4,9,1,3,0,0,10.437500000000002,11.233333333333333,19.9,2017,1.5289473684210526,1.1894736842105262,1.6,0.2,2.0,0.3,2.0,0.6,0.0,1.8,0.17855229796807487,0.14544661200298165,1.0,2.6,0.0,0.0,0
F1,2018-04-29,Paris SG,Guingamp,2,2,D,0,1,A,14,22,3,5,11,9,7,7,2,0,0,0,10.5375,12.654166666666669,13.8,2017,1.5289473684210526,1.1894736842105262,4.4,0.3,0.8,0.3,2.0,0.8,1.0,1.6,0.31816012544599237,0.07406584453579232,2.0,2.0,0.0,0.0,0
F1,2018-04-29,Rennes,Toulouse,2,1,H,1,1,D,6,12,3,2,11,14,2,7,2,1,1,0,9.129166666666665,17.020833333333332,16.9,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,0.4,0.3,1.0,1.0,3.0,0.6,0.057688979481952965,0.030300275732509166,1.2,1.6,0.0,0.0,0
F1,2018-04-05,Amiens,Paris SG,2,2,D,0,1,A,12,23,5,8,14,10,3,13,2,0,0,0,10.75,9.616666666666667,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.4,1.4,0.3,2.0,0.8,3.0,0.4,0.2691997077260317,0.10809934329648947,2.2,1.8,0.0,0.0,0
F1,2018-06-05,Caen,Monaco,1,2,A,1,1,D,16,17,5,4,14,16,6,8,1,2,1,0,14.58333333333333,6.841666666666665,0.0,2017,1.5289473684210526,1.1894736842105262,1.6,0.4,1.8,0.3,2.0,1.4,0.0,3.0,0.1249843769528809,0.13041777159500934,2.2,2.2,0.0,0.0,0
F1,2018-06-05,Dijon,Guingamp,3,1,H,1,0,H,19,4,9,1,10,9,4,3,1,1,0,0,19.070833333333333,12.050000000000002,0.0,2017,1.5289473684210526,1.1894736842105262,1.8,0.4,1.0,0.2,1.0,2.2,0.0,2.0,0.10255621362459298,0.10809934329648947,1.8,1.2,1.0,0.0,0
F1,2018-06-05,Lyon,Troyes,3,0,H,2,0,H,17,13,5,4,9,9,6,8,2,2,0,0,19.154166666666665,7.712499999999999,0.0,2017,1.5289473684210526,1.1894736842105262,1.8,0.4,0.4,0.2,4.0,0.2,0.0,2.0,0.0999957144693799,0.07999040115186178,0.8,1.2,0.0,0.0,0
F1,2018-06-05,Marseille,Nice,2,1,H,1,1,D,18,11,8,2,18,12,9,4,1,1,0,0,18.341666666666665,5.970833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,1.8,0.4,1.8,0.2,2.0,1.0,2.0,0.8,0.17071921566714632,0.0975538375240836,1.8,2.0,0.0,0.0,0
F1,2018-06-05,Metz,Angers,1,2,A,1,0,H,8,17,4,4,12,11,2,7,1,0,0,0,17.687499999999996,14.837499999999997,0.0,2017,1.5289473684210526,1.1894736842105262,0.6,0.4,0.8,0.2,0.0,1.8,1.0,1.4,0.06060055146501833,0.027775463155848123,1.6,1.6,0.0,0.0,0
F1,2018-06-05,Nantes,Montpellier,0,2,A,0,0,D,11,12,2,7,14,8,7,3,0,3,0,0,18.370833333333334,7.787500000000001,0.0,2017,1.5289473684210526,1.1894736842105262,0.6,0.4,0.8,0.2,1.0,1.2,2.0,0.6,0.04166406266275024,0.1499775033744938,2.2,1.6,0.0,0.0,0
F1,2018-06-05,Rennes,Strasbourg,2,1,H,1,0,H,14,7,2,3,10,11,5,5,1,1,0,0,17.833333333333332,7.204166666666666,0.1,2017,1.5289473684210526,1.1894736842105262,1.4,0.5,1.2,0.1,1.0,1.0,0.0,2.6,0.09999250056245781,0.10525484830144989,1.2,1.8,0.0,0.0,0
F1,2018-06-05,St Etienne,Bordeaux,1,3,A,1,2,A,16,11,3,5,12,12,5,2,2,3,0,0,16.545833333333334,6.983333333333335,0.4,2017,1.5289473684210526,1.1894736842105262,1.8,0.5,1.4,0.2,1.0,1.2,1.0,1.2,0.0999940003599784,0.16665000166650004,0.6,2.2,1.0,0.0,0
F1,2018-06-05,Toulouse,Lille,2,3,A,2,1,H,6,17,4,8,14,16,1,3,4,2,1,0,15.949999999999998,5.016666666666667,0.0,2017,1.5289473684210526,1.1894736842105262,1.6,0.6,1.2,0.2,1.0,1.6,0.0,2.6,0.08888296335799835,0.08570693940519385,1.6,1.2,0.0,0.0,0
F1,2018-11-05,Guingamp,Marseille,3,3,D,1,2,A,22,16,7,5,20,15,6,11,2,0,0,1,11.104166666666666,17.00833333333333,1.2999999999999998,2017,1.5289473684210526,1.1894736842105262,2.6,0.6,1.8,0.1,1.0,1.8,0.0,1.6,0.1698017093372073,0.15554518587649713,1.6,3.2,0.0,0.0,0
F1,2018-12-05,Amiens,Metz,2,0,H,1,0,H,9,13,2,1,14,15,3,8,1,2,0,0,14.433333333333332,10.533333333333331,6.4,2017,1.5289473684210526,1.1894736842105262,1.8,0.6,1.4,0.1,1.0,1.2,0.0,2.6,0.26664000266640003,0.1562353529356623,2.4,3.0,0.0,1.0,0
F1,2018-12-05,Angers,Nantes,0,2,A,0,0,D,14,12,2,2,7,11,5,4,0,1,0,0,11.0375,10.170833333333333,11.099999999999998,2017,1.5289473684210526,1.1894736842105262,1.8,0.6,0.8,0.1,2.0,0.6,0.0,1.4,0.10343757542323209,0.054049671648244736,1.0,1.6,0.0,0.0,0
F1,2018-12-05,Bordeaux,Toulouse,4,2,H,1,1,D,15,10,6,4,8,20,6,6,1,3,0,0,12.02083333333333,10.495833333333332,13.6,2017,1.5289473684210526,1.1894736842105262,1.0,0.6,0.4,0.1,1.0,1.0,2.0,1.0,0.1086885637893181,0.03703292226789616,0.8,1.4,0.0,0.0,0
F1,2018-12-05,Lille,Dijon,2,1,H,2,1,H,13,12,3,7,8,11,4,4,0,2,0,0,16.33333333333334,10.341666666666669,1.3,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,1.4,0.1,0.0,1.4,1.0,1.6,0.12499062570307228,0.09999000099990002,0.8,1.8,0.0,0.0,0
F1,2018-12-05,Monaco,St Etienne,1,0,H,0,0,D,18,11,5,3,14,11,6,5,1,1,1,0,17.741666666666664,6.145833333333332,0.0,2017,1.5289473684210526,1.1894736842105262,2.0,0.6,1.4,0.2,2.0,0.6,3.0,0.4,0.12498828234852984,0.1851646113394808,1.8,2.0,1.0,0.0,0
F1,2018-12-05,Montpellier,Troyes,1,1,D,0,1,A,22,9,3,2,10,9,11,1,0,0,0,0,15.112499999999995,12.1,6.699999999999999,2017,1.5289473684210526,1.1894736842105262,1.0,0.6,0.4,0.2,0.0,1.6,0.0,2.2,0.04838475557634307,0.03703292226789616,1.4,1.4,0.0,0.0,0
F1,2018-12-05,Nice,Caen,4,1,H,3,0,H,21,12,8,5,10,18,4,7,0,1,0,1,17.066666666666666,6.275000000000001,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.6,0.4,0.2,1.0,1.0,0.0,2.2,0.07499437542184337,0.06249414117426492,1.8,1.4,0.0,0.0,0
F1,2018-12-05,Paris SG,Rennes,0,2,A,0,0,D,14,10,5,2,12,12,7,7,1,0,0,0,14.441666666666668,9.433333333333334,4.6,2017,1.5289473684210526,1.1894736842105262,3.8,0.5,1.6,0.1,2.0,0.8,2.0,0.8,0.27497937654675897,0.12120110293003666,2.0,2.0,0.0,1.0,0
F1,2018-12-05,Strasbourg,Lyon,3,2,H,1,0,H,9,8,4,3,25,20,2,1,5,1,0,0,18.229166666666668,5.704166666666668,0.7999999999999999,2017,1.5289473684210526,1.1894736842105262,0.8,0.4,3.2,0.2,1.0,1.4,1.0,1.4,0.06976257470409042,0.3095017022593624,2.4,2.2,0.0,1.0,0
F1,2018-05-19,Caen,Paris SG,0,0,D,0,0,D,11,7,6,2,15,18,2,3,3,1,0,0,10.158333333333331,11.308333333333335,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.3,1.6,0.2,2.0,1.4,2.0,0.8,0.06060055146501833,0.0975538375240836,2.2,1.4,0.0,0.0,0
F1,2018-05-19,Dijon,Angers,2,1,H,1,0,H,7,16,1,8,17,7,1,9,1,2,0,0,14.89583333333333,10.395833333333334,0.5,2017,1.5289473684210526,1.1894736842105262,1.8,0.4,1.0,0.3,1.0,2.0,1.0,1.2,0.12499218798825072,0.06817716973842693,1.6,1.2,1.0,1.0,0
F1,2018-05-19,Lyon,Nice,3,2,H,0,1,A,23,11,8,4,15,13,8,7,3,3,0,0,17.05,11.487500000000002,0.3,2017,1.5289473684210526,1.1894736842105262,2.2,0.5,2.0,0.3,5.0,0.0,1.0,1.2,0.11939763891169052,0.08107450747236711,1.0,1.8,0.0,0.0,0
F1,2018-05-19,Marseille,Amiens,2,1,H,2,1,H,27,5,11,2,12,12,7,3,0,0,0,0,18.15833333333333,5.979166666666667,0.0,2017,1.5289473684210526,1.1894736842105262,2.0,0.5,0.6,0.3,1.0,1.2,3.0,0.8,0.14284839703691612,0.04544834795255192,1.6,1.2,0.0,0.0,0
F1,2018-05-19,Metz,Bordeaux,0,4,A,0,3,A,7,15,0,7,11,16,4,6,3,0,0,1,13.725,10.5125,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.4,1.6,0.4,0.0,2.0,0.0,1.4,0.06060055146501833,0.19998285861211898,1.4,2.0,0.0,0.0,0
F1,2018-05-19,Nantes,Strasbourg,1,0,H,1,0,H,9,10,2,2,6,12,2,7,0,0,0,0,14.825000000000005,12.6625,0.0,2017,1.5289473684210526,1.1894736842105262,0.6,0.4,1.0,0.3,1.0,1.4,0.0,2.0,0.05127810681229649,0.0909008271975275,1.8,1.4,0.0,0.0,0
F1,2018-05-19,Rennes,Montpellier,1,1,D,1,1,D,9,9,1,6,10,12,8,4,0,1,0,1,13.9875,10.454166666666667,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.5,1.2,0.4,0.0,1.2,2.0,0.6,0.14704584889568567,0.08694518106333955,0.8,1.6,0.0,0.0,0
F1,2018-05-19,St Etienne,Lille,5,0,H,3,0,H,14,11,7,3,6,5,7,4,1,0,0,0,14.691666666666668,7.954166666666666,0.0,2017,1.5289473684210526,1.1894736842105262,1.6,0.4,1.4,0.5,1.0,1.4,0.0,2.6,0.07999520028798271,0.1315685603768124,1.0,1.4,1.0,1.0,0
F1,2018-05-19,Toulouse,Guingamp,2,1,H,0,0,D,17,13,7,6,9,14,9,5,3,2,0,0,16.92083333333333,9.608333333333334,1.6,2017,1.5289473684210526,1.1894736842105262,1.4,0.4,1.0,0.5,1.0,1.6,0.0,2.4,0.09999250056245781,0.1562353529356623,2.2,1.2,0.0,0.0,0
F1,2018-05-19,Troyes,Monaco,0,3,A,0,1,A,12,21,4,14,14,13,6,2,1,1,0,0,14.208333333333329,12.249999999999998,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.5,1.6,0.5,1.0,1.6,0.0,2.6,0.17855229796807487,0.12498828234852984,1.8,2.0,0.0,0.0,0
