Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,temperature,wind_speed,precipitation,season,league_home_avg,league_away_avg,HomeTeam_goals_5avg,HomeTeam_win_pct,AwayTeam_goals_5avg,AwayTeam_win_pct,h2h_goal_diff
2014-04-05,Bastia,Sochaux,2,2,D,0.0,2.0,A,,14.0,15.0,3.0,7.0,15.0,18.0,5.0,6.0,1.0,3.0,0.0,0.0,13.525,7.404166666666666,1.5,2013,1.4157894736842105,1.0394736842105263,1.0,0.5,1.0,0.0,0.0
2014-04-05,Bordeaux,Rennes,2,2,D,1.0,0.0,H,,14.0,5.0,5.0,2.0,12.0,12.0,9.0,1.0,1.0,2.0,0.0,0.0,11.612499999999995,5.333333333333335,0.6,2013,1.4157894736842105,1.0394736842105263,1.8,0.6,1.4,0.3,0.0
2014-04-06,Monaco,Nantes,3,1,H,1.0,0.0,H,,12.0,12.0,5.0,4.0,11.0,15.0,7.0,8.0,2.0,3.0,0.0,0.0,16.241666666666667,5.195833333333333,0.8999999999999999,2013,1.4157894736842105,1.0394736842105263,1.8,0.6,0.0,0.2,0.0
2014-04-06,St Etienne,Nice,1,1,D,0.0,0.0,D,,16.0,5.0,6.0,3.0,16.0,14.0,3.0,3.0,4.0,3.0,0.0,1.0,11.266666666666666,10.7875,0.0,2013,1.4157894736842105,1.0394736842105263,2.2,0.7,0.8,0.1,0.0
2014-04-06,Valenciennes,Lyon,1,2,A,0.0,1.0,A,,8.0,9.0,3.0,2.0,16.0,14.0,3.0,3.0,4.0,3.0,1.0,1.0,13.799999999999995,15.41666666666667,0.6,2013,1.4157894736842105,1.0394736842105263,1.8,0.3,1.0,0.6,0.0
2014-04-11,Montpellier,Marseille,2,3,A,0.0,1.0,A,,10.0,20.0,5.0,8.0,15.0,10.0,5.0,6.0,1.0,1.0,0.0,0.0,14.175,8.5875,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.2,0.6,0.2,0.0
2014-04-12,Sochaux,Toulouse,2,0,H,1.0,0.0,H,,18.0,5.0,4.0,3.0,18.0,11.0,4.0,2.0,2.0,2.0,0.0,0.0,13.495833333333332,7.4958333333333345,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.5,2.4,0.5,0.0
2014-04-12,Nice,Lorient,1,2,A,1.0,1.0,D,,9.0,10.0,3.0,5.0,13.0,9.0,6.0,3.0,2.0,3.0,0.0,0.0,13.491666666666667,4.5,0.5,2013,1.4157894736842105,1.0394736842105263,0.6,0.5,0.8,0.3,0.0
2014-04-12,Rennes,Monaco,0,1,A,0.0,0.0,D,,7.0,12.0,1.0,5.0,10.0,11.0,5.0,5.0,1.0,0.0,0.0,0.0,10.233333333333333,10.083333333333334,0.0,2013,1.4157894736842105,1.0394736842105263,1.8,0.3,1.4,0.6,0.0
2014-04-12,Evian Thonon Gaillard,Bastia,2,1,H,1.0,1.0,D,,17.0,11.0,7.0,3.0,14.0,10.0,3.0,5.0,3.0,0.0,0.0,0.0,15.795833333333336,4.687500000000001,0.0,2013,1.4157894736842105,1.0394736842105263,1.2,0.4,0.8,0.1,0.0
2014-04-12,Ajaccio,Bordeaux,1,1,D,0.0,0.0,D,,15.0,14.0,6.0,5.0,12.0,7.0,6.0,5.0,1.0,1.0,0.0,0.0,15.249999999999998,6.558333333333333,0.0,2013,1.4157894736842105,1.0394736842105263,1.8,0.1,0.2,0.2,0.0
2014-04-12,Lille,Valenciennes,1,0,H,0.0,0.0,D,,13.0,9.0,5.0,3.0,18.0,18.0,6.0,8.0,0.0,3.0,0.0,0.0,9.375000000000002,7.675000000000001,0.0,2013,1.4157894736842105,1.0394736842105263,1.0,0.6,0.4,0.2,0.0
2014-04-13,Lyon,Paris SG,1,0,H,1.0,0.0,H,,8.0,11.0,4.0,6.0,14.0,9.0,3.0,5.0,0.0,2.0,0.0,0.0,14.499999999999998,12.70833333333333,0.0,2013,1.4157894736842105,1.0394736842105263,1.8,0.4,2.0,0.7,0.0
2014-04-13,Nantes,Guingamp,1,0,H,1.0,0.0,H,,14.0,6.0,5.0,3.0,14.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,10.1625,9.70833333333333,0.0,2013,1.4157894736842105,1.0394736842105263,1.0,0.3,1.2,0.2,0.0
2014-04-13,Reims,St Etienne,2,2,D,1.0,0.0,H,,5.0,24.0,2.0,8.0,20.0,12.0,0.0,4.0,1.0,1.0,0.0,0.0,10.416666666666668,8.875000000000002,0.0,2013,1.4157894736842105,1.0394736842105263,1.6,0.5,0.8,0.4,0.0
2014-04-18,St Etienne,Rennes,0,0,D,0.0,0.0,D,,16.0,4.0,2.0,0.0,9.0,12.0,11.0,1.0,0.0,3.0,0.0,0.0,9.291666666666668,11.866666666666664,0.2,2013,1.4157894736842105,1.0394736842105263,2.0,0.7,1.6,0.2,0.0
2014-04-20,Reims,Sochaux,0,1,A,0.0,1.0,A,,18.0,7.0,5.0,3.0,13.0,15.0,7.0,6.0,1.0,1.0,0.0,0.0,12.112499999999995,8.541666666666666,0.4,2013,1.4157894736842105,1.0394736842105263,1.6,0.4,1.2,0.0,0.0
2014-04-20,Marseille,Lille,0,0,D,0.0,0.0,D,,9.0,5.0,2.0,2.0,20.0,17.0,10.0,1.0,1.0,0.0,0.0,0.0,12.858333333333333,7.370833333333331,3.2000000000000006,2013,1.4157894736842105,1.0394736842105263,1.4,0.5,1.6,0.3,0.0
2014-04-20,Valenciennes,Nantes,2,6,A,0.0,3.0,A,,19.0,9.0,10.0,7.0,12.0,14.0,11.0,3.0,1.0,0.0,0.0,0.0,13.383333333333336,13.733333333333336,1.7,2013,1.4157894736842105,1.0394736842105263,1.8,0.3,0.2,0.2,0.0
2014-04-20,Bordeaux,Guingamp,5,1,H,3.0,1.0,H,,10.0,8.0,9.0,3.0,16.0,20.0,5.0,5.0,0.0,3.0,0.0,0.0,11.908333333333331,4.658333333333332,1.3,2013,1.4157894736842105,1.0394736842105263,1.8,0.6,0.8,0.2,0.0
2014-04-20,Bastia,Ajaccio,2,1,H,1.0,1.0,D,,13.0,9.0,6.0,2.0,21.0,26.0,7.0,0.0,1.0,2.0,0.0,0.0,14.316666666666668,14.04166666666667,0.6,2013,1.4157894736842105,1.0394736842105263,0.8,0.4,1.4,0.1,0.0
2014-04-20,Lorient,Montpellier,4,4,D,1.0,1.0,D,,12.0,12.0,6.0,5.0,12.0,11.0,6.0,1.0,2.0,2.0,0.0,1.0,9.695833333333333,18.495833333333334,1.3000000000000005,2013,1.4157894736842105,1.0394736842105263,0.8,0.4,1.0,0.3,0.0
2014-04-20,Monaco,Nice,1,0,H,1.0,0.0,H,,12.0,11.0,4.0,4.0,12.0,15.0,2.0,10.0,1.0,2.0,0.0,0.0,12.970833333333331,5.633333333333334,1.1,2013,1.4157894736842105,1.0394736842105263,2.0,0.6,0.8,0.1,0.0
2014-04-23,Paris SG,Evian Thonon Gaillard,1,0,H,0.0,0.0,D,,19.0,5.0,3.0,3.0,13.0,12.0,5.0,1.0,3.0,1.0,0.0,1.0,12.699999999999998,6.7250000000000005,2.1,2013,1.4157894736842105,1.0394736842105263,2.4,0.9,1.0,0.1,0.0
2014-04-23,Toulouse,Lyon,0,0,D,0.0,0.0,D,,12.0,8.0,2.0,3.0,11.0,11.0,5.0,4.0,1.0,0.0,0.0,0.0,14.358333333333334,6.879166666666666,0.0,2013,1.4157894736842105,1.0394736842105263,1.6,0.2,1.4,0.6,0.0
2014-04-25,Nantes,Marseille,1,1,D,0.0,1.0,A,,12.0,16.0,2.0,5.0,12.0,11.0,3.0,10.0,1.0,1.0,0.0,0.0,12.075,16.604166666666668,0.0,2013,1.4157894736842105,1.0394736842105263,1.0,0.4,1.2,0.3,0.0
2014-04-26,Rennes,Lorient,1,1,D,0.0,1.0,A,,11.0,15.0,3.0,3.0,14.0,12.0,4.0,5.0,2.0,1.0,0.0,0.0,11.570833333333333,24.475,6.9,2013,1.4157894736842105,1.0394736842105263,1.4,0.3,1.0,0.4,0.0
2014-04-26,Ajaccio,Monaco,1,4,A,0.0,0.0,D,,11.0,14.0,4.0,6.0,18.0,11.0,4.0,6.0,3.0,1.0,0.0,0.0,15.970833333333337,7.287499999999999,0.5,2013,1.4157894736842105,1.0394736842105263,1.8,0.1,1.2,0.6,0.0
2014-04-26,Evian Thonon Gaillard,St Etienne,1,2,A,0.0,2.0,A,,9.0,17.0,2.0,6.0,11.0,5.0,3.0,4.0,3.0,0.0,2.0,0.0,12.579166666666666,5.629166666666667,5.4,2013,1.4157894736842105,1.0394736842105263,1.4,0.4,1.2,0.3,0.0
2014-04-26,Guingamp,Valenciennes,1,0,H,0.0,0.0,D,,14.0,11.0,5.0,3.0,13.0,12.0,6.0,3.0,1.0,0.0,0.0,0.0,10.870833333333332,29.175,7.0,2013,1.4157894736842105,1.0394736842105263,0.6,0.2,0.4,0.2,0.0
2014-04-26,Montpellier,Toulouse,2,1,H,0.0,1.0,A,,15.0,13.0,5.0,4.0,13.0,16.0,8.0,3.0,1.0,2.0,0.0,0.0,15.591666666666669,17.391666666666666,2.4,2013,1.4157894736842105,1.0394736842105263,1.2,0.2,2.0,0.5,0.0
2014-04-26,Nice,Reims,1,0,H,0.0,0.0,D,,15.0,11.0,5.0,3.0,9.0,17.0,4.0,4.0,1.0,1.0,0.0,0.0,16.4875,6.579166666666667,0.0,2013,1.4157894736842105,1.0394736842105263,0.6,0.5,1.2,0.3,0.0
2014-04-27,Sochaux,Paris SG,1,1,D,0.0,1.0,A,,14.0,15.0,2.0,7.0,9.0,6.0,4.0,5.0,1.0,1.0,0.0,0.0,10.158333333333331,10.466666666666669,1.6,2013,1.4157894736842105,1.0394736842105263,1.6,0.6,1.8,0.6,0.0
2014-04-27,Lille,Bordeaux,2,1,H,1.0,0.0,H,,16.0,8.0,9.0,2.0,13.0,20.0,8.0,4.0,2.0,1.0,0.0,0.0,11.016666666666667,14.370833333333332,0.5,2013,1.4157894736842105,1.0394736842105263,0.8,0.6,0.4,0.1,0.0
2014-04-27,Lyon,Bastia,4,1,H,2.0,0.0,H,,17.0,8.0,7.0,2.0,12.0,8.0,5.0,7.0,2.0,1.0,0.0,0.0,11.779166666666669,4.683333333333334,3.5,2013,1.4157894736842105,1.0394736842105263,1.4,0.4,1.0,0.1,0.0
2014-05-02,Bastia,Lille,1,1,D,0.0,1.0,A,,11.0,11.0,2.0,4.0,11.0,11.0,6.0,1.0,1.0,1.0,0.0,0.0,14.620833333333332,10.308333333333335,6.499999999999999,2013,1.4157894736842105,1.0394736842105263,1.2,0.4,1.6,0.3,0.0
2014-05-04,Lorient,Ajaccio,1,0,H,1.0,0.0,H,,10.0,7.0,1.0,2.0,11.0,16.0,6.0,1.0,0.0,2.0,1.0,0.0,11.458333333333334,10.704166666666667,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.3,1.4,0.1,0.0
2014-05-04,Marseille,Lyon,4,2,H,2.0,1.0,H,,19.0,11.0,9.0,2.0,14.0,15.0,4.0,6.0,1.0,2.0,0.0,0.0,16.020833333333332,11.995833333333335,0.0,2013,1.4157894736842105,1.0394736842105263,0.8,0.4,1.0,0.6,0.0
2014-05-04,Reims,Evian Thonon Gaillard,1,0,H,1.0,0.0,H,,15.0,11.0,4.0,4.0,19.0,18.0,4.0,3.0,4.0,1.0,0.0,0.0,10.520833333333332,6.716666666666668,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.4,0.8,0.1,0.0
2014-05-04,Sochaux,Nice,2,0,H,1.0,0.0,H,,17.0,11.0,7.0,1.0,17.0,15.0,4.0,2.0,3.0,2.0,0.0,1.0,8.924999999999999,11.983333333333333,0.0,2013,1.4157894736842105,1.0394736842105263,1.6,0.6,0.6,0.1,0.0
2014-05-04,St Etienne,Montpellier,2,0,H,0.0,0.0,D,,7.0,7.0,3.0,0.0,22.0,9.0,7.0,1.0,1.0,3.0,0.0,0.0,8.708333333333334,19.34583333333333,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.7,1.4,0.3,0.0
2014-05-04,Toulouse,Nantes,1,1,D,0.0,1.0,A,,21.0,5.0,7.0,3.0,7.0,17.0,10.0,1.0,2.0,2.0,0.0,1.0,12.070833333333333,10.058333333333332,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.1,1.4,0.2,0.0
2014-05-04,Valenciennes,Bordeaux,0,1,A,0.0,0.0,D,,12.0,13.0,5.0,5.0,19.0,16.0,3.0,2.0,2.0,1.0,0.0,0.0,9.3875,6.054166666666667,0.0,2013,1.4157894736842105,1.0394736842105263,1.8,0.3,0.6,0.1,0.0
2014-05-07,Paris SG,Rennes,1,2,A,1.0,2.0,A,,25.0,6.0,7.0,4.0,4.0,7.0,13.0,0.0,2.0,0.0,0.0,0.0,13.491666666666667,16.216666666666665,1.3,2013,1.4157894736842105,1.0394736842105263,2.2,0.9,1.4,0.2,0.0
2014-05-07,Monaco,Guingamp,1,1,D,0.0,0.0,D,,16.0,4.0,3.0,2.0,15.0,18.0,9.0,1.0,2.0,3.0,0.0,1.0,17.866666666666664,12.299999999999995,0.0,2013,1.4157894736842105,1.0394736842105263,2.0,0.7,1.0,0.2,0.0
2014-05-10,Rennes,Sochaux,1,2,A,0.0,1.0,A,,10.0,14.0,4.0,7.0,14.0,8.0,4.0,7.0,2.0,3.0,0.0,0.0,13.266666666666666,23.28333333333333,1.7,2013,1.4157894736842105,1.0394736842105263,1.2,0.2,1.4,0.1,0.0
2014-05-10,Nantes,St Etienne,1,3,A,0.0,3.0,A,,19.0,5.0,8.0,3.0,11.0,13.0,11.0,1.0,3.0,2.0,0.0,0.0,13.329166666666664,23.000000000000004,3.9,2013,1.4157894736842105,1.0394736842105263,1.2,0.3,1.2,0.4,0.0
2014-05-10,Montpellier,Bastia,0,2,A,0.0,1.0,A,,12.0,15.0,3.0,7.0,8.0,14.0,2.0,4.0,1.0,1.0,0.0,0.0,19.437500000000004,14.645833333333334,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.3,0.6,0.1,0.0
2014-05-10,Lyon,Lorient,0,1,A,0.0,0.0,D,,16.0,11.0,5.0,3.0,12.0,10.0,8.0,3.0,2.0,1.0,2.0,1.0,17.3125,6.316666666666666,0.0,2013,1.4157894736842105,1.0394736842105263,1.6,0.5,1.2,0.3,0.0
2014-05-10,Valenciennes,Monaco,1,2,A,0.0,1.0,A,,9.0,9.0,2.0,6.0,14.0,11.0,10.0,3.0,1.0,2.0,0.0,0.0,10.975,23.433333333333334,7.400000000000001,2013,1.4157894736842105,1.0394736842105263,1.4,0.3,1.6,0.6,0.0
2014-05-10,Guingamp,Toulouse,2,0,H,2.0,0.0,H,,7.0,16.0,3.0,9.0,16.0,17.0,0.0,9.0,0.0,1.0,0.0,0.0,12.579166666666666,33.92916666666667,2.2,2013,1.4157894736842105,1.0394736842105263,0.6,0.2,1.6,0.5,0.0
2014-05-10,Evian Thonon Gaillard,Nice,2,0,H,1.0,0.0,H,,9.0,4.0,3.0,1.0,12.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,15.354166666666666,5.4375,1.1,2013,1.4157894736842105,1.0394736842105263,1.2,0.4,0.6,0.1,0.0
2014-05-10,Bordeaux,Marseille,1,1,D,0.0,1.0,A,,12.0,5.0,3.0,2.0,19.0,13.0,3.0,0.0,2.0,1.0,0.0,0.0,14.575,11.804166666666667,0.0,2013,1.4157894736842105,1.0394736842105263,2.4,0.6,1.2,0.2,0.0
2014-05-10,Ajaccio,Reims,2,1,H,2.0,1.0,H,,11.0,13.0,5.0,8.0,10.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,18.229166666666668,7.741666666666664,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.1,0.8,0.3,0.0
2014-05-10,Lille,Paris SG,1,3,A,0.0,1.0,A,,20.0,9.0,6.0,5.0,11.0,15.0,11.0,2.0,1.0,4.0,1.0,0.0,11.108333333333333,24.42083333333333,5.9,2013,1.4157894736842105,1.0394736842105263,1.2,0.6,1.2,0.6,0.0
2014-05-17,St Etienne,Ajaccio,3,1,H,2.0,0.0,H,,14.0,8.0,8.0,3.0,12.0,19.0,2.0,3.0,0.0,0.0,0.0,0.0,12.854166666666666,12.495833333333332,0.0,2013,1.4157894736842105,1.0394736842105263,1.6,0.7,1.4,0.1,0.0
2014-05-17,Sochaux,Evian Thonon Gaillard,0,3,A,0.0,2.0,A,,20.0,9.0,5.0,6.0,7.0,21.0,7.0,2.0,2.0,1.0,0.0,0.0,12.191666666666665,12.1375,0.0,2013,1.4157894736842105,1.0394736842105263,1.6,0.7,0.6,0.1,0.0
2014-05-17,Toulouse,Valenciennes,3,1,H,2.0,0.0,H,,9.0,15.0,4.0,5.0,11.0,11.0,6.0,4.0,1.0,2.0,0.0,0.0,14.775,8.55,0.0,2013,1.4157894736842105,1.0394736842105263,1.2,0.1,0.4,0.2,0.0
2014-05-17,Paris SG,Montpellier,4,0,H,2.0,0.0,H,,18.0,15.0,12.0,1.0,12.0,6.0,2.0,8.0,0.0,1.0,0.0,0.0,14.937499999999998,12.0,0.0,2013,1.4157894736842105,1.0394736842105263,1.8,0.8,1.4,0.3,0.0
2014-05-17,Reims,Rennes,1,3,A,0.0,1.0,A,,16.0,14.0,4.0,3.0,9.0,6.0,7.0,6.0,0.0,1.0,0.0,0.0,14.345833333333331,10.85,0.0,2013,1.4157894736842105,1.0394736842105263,1.0,0.4,1.2,0.3,0.0
2014-05-17,Monaco,Bordeaux,1,1,D,0.0,1.0,A,,15.0,12.0,3.0,5.0,11.0,5.0,8.0,10.0,1.0,0.0,0.0,0.0,16.104166666666664,4.945833333333333,0.8999999999999999,2013,1.4157894736842105,1.0394736842105263,1.6,0.6,0.8,0.1,0.0
2014-05-17,Bastia,Nantes,0,0,D,0.0,0.0,D,,6.0,9.0,4.0,3.0,10.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,17.208333333333332,6.979166666666667,0.2,2013,1.4157894736842105,1.0394736842105263,1.4,0.4,1.6,0.2,0.0
2014-05-17,Lorient,Lille,1,4,A,1.0,1.0,D,,11.0,14.0,4.0,6.0,13.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,14.999999999999998,14.75,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.3,1.4,0.2,0.0
2014-05-17,Nice,Lyon,0,1,A,0.0,1.0,A,,12.0,12.0,2.0,7.0,11.0,22.0,5.0,2.0,2.0,3.0,0.0,0.0,16.466666666666665,4.945833333333333,0.8999999999999999,2013,1.4157894736842105,1.0394736842105263,0.8,0.6,1.4,0.5,0.0
2014-05-17,Marseille,Guingamp,1,0,H,0.0,0.0,D,,21.0,9.0,4.0,0.0,8.0,9.0,13.0,5.0,0.0,1.0,0.0,0.0,17.74583333333333,8.908333333333333,0.0,2013,1.4157894736842105,1.0394736842105263,1.4,0.5,0.8,0.2,0.0
2014-08-08,Reims,Paris SG,2,2,D,2.0,1.0,H,,9.0,16.0,3.0,6.0,15.0,16.0,1.0,5.0,0.0,2.0,0.0,0.0,20.091666666666665,10.0625,4.0,2014,1.4105263157894736,1.081578947368421,1.0,0.3,1.2,0.6,-3.0
2014-08-09,Bastia,Marseille,3,3,D,1.0,2.0,A,,13.0,9.0,4.0,4.0,25.0,21.0,1.0,4.0,3.0,1.0,0.0,0.0,24.97083333333333,7.487500000000002,0.3,2014,1.4105263157894736,1.081578947368421,1.4,0.4,1.4,0.2,0.0
2014-08-09,Evian Thonon Gaillard,Caen,0,3,A,0.0,3.0,A,,10.0,12.0,2.0,7.0,12.0,9.0,5.0,6.0,1.0,1.0,0.0,0.0,21.325,4.9,2.0000000000000004,2014,1.4105263157894736,1.081578947368421,1.2,0.4,1.081578947368421,,0.0
2014-08-09,Guingamp,St Etienne,0,2,A,0.0,1.0,A,,6.0,7.0,3.0,2.0,9.0,19.0,4.0,5.0,3.0,4.0,0.0,0.0,17.170833333333338,10.858333333333334,2.1,2014,1.4105263157894736,1.081578947368421,0.8,0.3,1.8,0.4,0.0
2014-08-09,Lille,Metz,0,0,D,0.0,0.0,D,,14.0,2.0,3.0,1.0,9.0,23.0,8.0,3.0,0.0,1.0,0.0,0.0,18.7875,17.7375,0.7999999999999999,2014,1.4105263157894736,1.081578947368421,1.0,0.5,1.081578947368421,,0.0
2014-08-09,Montpellier,Bordeaux,0,1,A,0.0,1.0,A,,15.0,7.0,3.0,3.0,15.0,21.0,5.0,1.0,2.0,2.0,0.0,0.0,23.662500000000005,11.2875,4.799999999999999,2014,1.4105263157894736,1.081578947368421,1.0,0.3,0.8,0.1,0.0
2014-08-09,Nantes,Lens,1,0,H,0.0,0.0,D,,14.0,5.0,4.0,2.0,8.0,7.0,3.0,2.0,0.0,1.0,0.0,0.0,18.2875,9.620833333333332,1.0,2014,1.4105263157894736,1.081578947368421,1.0,0.3,1.081578947368421,,0.0
2014-08-09,Nice,Toulouse,3,2,H,1.0,2.0,A,,22.0,11.0,8.0,3.0,10.0,9.0,12.0,7.0,0.0,1.0,0.0,0.0,24.179166666666664,6.195833333333332,0.0,2014,1.4105263157894736,1.081578947368421,0.8,0.5,1.2,0.5,-2.0
2014-08-10,Lyon,Rennes,2,0,H,0.0,0.0,D,,19.0,7.0,6.0,1.0,19.0,13.0,5.0,1.0,2.0,1.0,0.0,0.0,24.720833333333328,17.7375,0.4,2014,1.4105263157894736,1.081578947368421,1.6,0.5,1.6,0.4,0.0
2014-08-10,Monaco,Lorient,1,2,A,0.0,1.0,A,,12.0,9.0,7.0,3.0,11.0,19.0,10.0,4.0,3.0,2.0,1.0,0.0,24.53333333333333,6.795833333333333,0.0,2014,1.4105263157894736,1.081578947368421,1.4,0.5,1.0,0.3,1.0
2014-08-16,Rennes,Evian Thonon Gaillard,6,2,H,3.0,1.0,H,,9.0,9.0,7.0,3.0,4.0,12.0,6.0,1.0,0.0,1.0,0.0,0.0,15.975,7.05,0.0,2014,1.4105263157894736,1.081578947368421,1.4,0.2,1.0,0.2,0.0
2014-08-16,Paris SG,Bastia,2,0,H,1.0,0.0,H,,15.0,5.0,5.0,1.0,9.0,15.0,4.0,4.0,1.0,3.0,0.0,0.0,16.587500000000002,7.254166666666666,0.0,2014,1.4105263157894736,1.081578947368421,2.2,0.8,0.8,0.2,4.0
2014-08-16,Lorient,Nice,0,0,D,0.0,0.0,D,,13.0,9.0,6.0,2.0,14.0,10.0,8.0,2.0,1.0,1.0,0.0,0.0,16.1125,13.766666666666664,0.0,2014,1.4105263157894736,1.081578947368421,1.4,0.3,0.4,0.1,3.0
2014-08-16,Toulouse,Lyon,2,1,H,2.0,0.0,H,,10.0,18.0,6.0,3.0,11.0,12.0,6.0,4.0,3.0,1.0,0.0,0.0,17.7,11.241666666666667,0.1,2014,1.4105263157894736,1.081578947368421,1.2,0.2,1.2,0.6,0.0
2014-08-17,Marseille,Montpellier,0,2,A,0.0,1.0,A,,22.0,10.0,5.0,3.0,18.0,17.0,6.0,1.0,1.0,0.0,0.0,0.0,21.3,7.737500000000001,0.0,2014,1.4105263157894736,1.081578947368421,1.6,0.6,1.4,0.3,2.0
2014-08-17,St Etienne,Reims,3,1,H,0.0,1.0,A,,19.0,7.0,9.0,2.0,8.0,11.0,6.0,3.0,2.0,2.0,0.0,0.0,15.895833333333334,5.716666666666669,0.0,2014,1.4105263157894736,1.081578947368421,1.8,0.7,0.6,0.2,4.0
2014-08-17,Bordeaux,Monaco,4,1,H,0.0,1.0,A,,9.0,9.0,5.0,3.0,12.0,21.0,3.0,4.0,1.0,3.0,0.0,0.0,17.654166666666665,5.625,0.0,2014,1.4105263157894736,1.081578947368421,2.0,0.5,2.0,0.6,-2.0
2014-08-22,Evian Thonon Gaillard,Paris SG,0,0,D,0.0,0.0,D,,9.0,7.0,2.0,3.0,18.0,7.0,5.0,0.0,3.0,2.0,0.0,1.0,16.82916666666667,4.691666666666667,0.0,2014,1.4105263157894736,1.081578947368421,1.2,0.4,1.4,0.5,2.0
2014-08-23,Reims,Caen,0,2,A,0.0,0.0,D,,12.0,16.0,4.0,6.0,4.0,12.0,5.0,3.0,1.0,0.0,0.0,0.0,15.124999999999998,12.050000000000002,0.0,2014,1.4105263157894736,1.081578947368421,1.2,0.3,3.0,,0.0
2014-08-23,Nice,Bordeaux,1,3,A,1.0,1.0,D,,11.0,12.0,2.0,7.0,12.0,21.0,7.0,1.0,2.0,4.0,0.0,1.0,23.4375,8.150000000000002,0.8,2014,1.4105263157894736,1.081578947368421,1.0,0.5,1.0,0.2,-1.0
2014-08-23,Montpellier,Metz,2,0,H,1.0,0.0,H,,12.0,12.0,5.0,3.0,13.0,19.0,5.0,5.0,0.0,2.0,0.0,0.0,20.64583333333333,20.399999999999995,0.1,2014,1.4105263157894736,1.081578947368421,0.8,0.3,0.0,,0.0
2014-08-23,Bastia,Toulouse,1,0,H,1.0,0.0,H,,8.0,14.0,3.0,3.0,13.0,19.0,3.0,0.0,3.0,1.0,0.0,0.0,23.283333333333346,13.541666666666666,0.2,2014,1.4105263157894736,1.081578947368421,1.6,0.3,1.0,0.4,1.0
2014-08-23,Guingamp,Marseille,0,1,A,0.0,0.0,D,,4.0,16.0,2.0,3.0,16.0,14.0,4.0,6.0,1.0,3.0,0.0,0.0,14.266666666666666,13.95833333333333,0.4,2014,1.4105263157894736,1.081578947368421,0.8,0.3,1.8,0.2,-2.0
2014-08-23,Lille,Lorient,2,0,H,0.0,0.0,D,,13.0,7.0,6.0,1.0,12.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,13.375,11.7875,0.0,2014,1.4105263157894736,1.081578947368421,1.0,0.5,1.4,0.3,1.0
2014-08-24,Lyon,Lens,0,1,A,0.0,1.0,A,,16.0,7.0,4.0,2.0,19.0,17.0,5.0,1.0,1.0,3.0,0.0,0.0,16.5625,8.733333333333334,0.2,2014,1.4105263157894736,1.081578947368421,1.6,0.6,0.0,,0.0
2014-08-24,Nantes,Monaco,0,1,A,0.0,1.0,A,,15.0,6.0,5.0,2.0,12.0,10.0,5.0,9.0,0.0,2.0,0.0,0.0,15.8375,8.7625,1.6,2014,1.4105263157894736,1.081578947368421,0.8,0.3,1.6,0.6,-1.0
2014-08-24,St Etienne,Rennes,0,0,D,0.0,0.0,D,,11.0,5.0,2.0,0.0,14.0,21.0,8.0,3.0,2.0,3.0,0.0,0.0,14.733333333333334,10.554166666666667,0.0,2014,1.4105263157894736,1.081578947368421,1.8,0.7,1.4,0.4,0.0
2014-08-29,Marseille,Nice,4,0,H,2.0,0.0,H,,20.0,8.0,8.0,3.0,12.0,16.0,11.0,4.0,1.0,2.0,0.0,0.0,23.820833333333336,6.416666666666667,0.0,2014,1.4105263157894736,1.081578947368421,1.6,0.5,0.2,0.1,-1.0
2014-08-30,Lorient,Guingamp,4,0,H,0.0,0.0,D,,11.0,8.0,6.0,2.0,7.0,9.0,7.0,8.0,2.0,1.0,0.0,0.0,17.370833333333337,15.933333333333335,0.0,2014,1.4105263157894736,1.081578947368421,1.4,0.2,0.6,0.3,2.0
2014-08-30,Monaco,Lille,1,1,D,0.0,1.0,A,,13.0,4.0,2.0,2.0,11.0,18.0,7.0,2.0,1.0,3.0,0.0,0.0,22.90416666666667,3.9416666666666655,0.0,2014,1.4105263157894736,1.081578947368421,1.4,0.5,1.6,0.4,0.0
2014-08-30,Nantes,Montpellier,1,0,H,0.0,0.0,D,,14.0,7.0,5.0,0.0,19.0,10.0,7.0,4.0,2.0,0.0,0.0,0.0,17.57916666666667,10.4625,0.0,2014,1.4105263157894736,1.081578947368421,0.8,0.3,1.6,0.3,1.0
