Date,HomeTeam,AwayTeam,season,HomeTeam_goals_5avg,AwayTeam_goals_5avg,HomeTeam_win_pct,AwayTeam_win_pct,h2h_goal_diff,Home_goals_conceded_5avg,Away_goals_conceded_5avg,Home_clean_sheets_5,Away_clean_sheets_5,Home_shot_conv_3,Away_shot_conv_3,Home_avg_cards_5,Away_avg_cards_5,Home_comeback_pts_10,Away_comeback_pts_10,temperature,wind_speed,precipitation,FTR
2013-08-18,Monaco,Montpellier,2013,1.4157894736842105,1.0394736842105263,0.0,0.0,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,24.141666666666666,5.529166666666668,0.4,H
2013-08-18,Paris SG,Ajaccio,2013,1.4157894736842105,1.0394736842105263,0.0,0.0,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,1.0,0.0,21.008333333333336,17.225,2.7,D
2013-08-23,Monaco,Toulouse,2013,4.0,0.0,0.1,0.0,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.30766864087377893,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,23.916666666666668,4.9,0.1,D
2013-08-24,Montpellier,Sochaux,2013,1.0,1.0,0.1,0.0,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.16663889351774702,0.11109876680368849,1.5701119157340355,1.8169848584595127,1.0,0.0,23.5,16.912500000000005,0.3,H
2013-08-24,Valenciennes,Marseille,2013,3.0,3.0,0.2,0.1,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.1578864270301563,0.18748828198237608,1.5701119157340355,1.8169848584595127,0.0,0.0,18.495833333333334,12.85416666666667,5.7,A
2013-08-24,Lyon,Reims,2013,4.0,1.0,0.3,0.1,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.3333055578701775,0.06666222251849876,1.5701119157340355,1.8169848584595127,0.0,0.0,20.116666666666664,5.4,21.2,A
2013-08-24,Bordeaux,Bastia,2013,0.0,0.0,0.3,0.1,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.0,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,20.45833333333333,14.875000000000002,0.1,H
2013-08-24,Evian Thonon Gaillard,Rennes,2013,1.0,1.0,0.3,0.1,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.06666222251849876,0.2499375156210947,1.5701119157340355,1.8169848584595127,0.0,0.0,18.137500000000003,4.699999999999999,23.300000000000004,A
2013-08-24,Guingamp,Lorient,2013,1.0,0.0,0.3,0.1,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.07691716021844473,0.0,1.5701119157340355,1.8169848584595127,0.0,1.0,16.337500000000002,25.629166666666663,0.1,H
2013-08-25,Ajaccio,Nice,2013,0.0,0.0,0.3,0.1,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.0,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,22.82916666666667,11.71666666666666,0.0,D
2013-08-25,Lille,St Etienne,2013,1.0,1.0,0.4,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.16663889351774702,0.1249843769528809,1.5701119157340355,1.8169848584595127,0.0,0.0,16.437500000000004,9.9,1.3,H
2013-08-25,Nantes,Paris SG,2013,2.0,1.0,0.5,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.285673475217826,0.08332638946754438,1.5701119157340355,1.8169848584595127,0.0,0.0,18.275,12.1,9.9,A
2013-08-31,Sochaux,Ajaccio,2013,1.0,1.0,0.4,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.0909008271975275,0.9990009990009991,1.5701119157340355,1.8169848584595127,0.0,0.0,18.4875,6.045833333333333,0.0,D
2013-08-31,Rennes,Lille,2013,2.0,1.0,0.5,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.15383432043688947,0.06666222251849876,1.5701119157340355,1.8169848584595127,0.0,0.0,18.31666666666667,12.862500000000002,0.0,D
2013-08-31,Reims,Nantes,2013,2.0,1.0,0.5,0.1,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.19998000199980004,0.1249843769528809,1.5701119157340355,1.8169848584595127,0.0,0.0,17.720833333333335,10.325,0.8,D
2013-08-31,Paris SG,Guingamp,2013,1.0,0.0,0.4,0.1,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.027026296586578742,0.0,1.5701119157340355,1.8169848584595127,1.0,0.0,18.579166666666666,10.279166666666669,0.1,H
2013-08-31,Evian Thonon Gaillard,Lyon,2013,1.0,3.0,0.4,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.06249609399412536,0.1999866675554963,1.5701119157340355,1.8169848584595127,0.0,1.0,19.779166666666672,6.129166666666666,0.0,H
2013-08-31,Bastia,Toulouse,2013,2.0,0.0,0.5,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,1.0,0.22219753360737698,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,23.82916666666667,8.200000000000001,0.0,H
2013-08-31,Lorient,Valenciennes,2013,2.0,0.0,0.6,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.14284693950432112,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,18.516666666666666,13.762499999999998,0.0,H
2013-09-01,Marseille,Monaco,2013,2.0,2.0,0.7,0.3,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.2499687539057618,0.15383432043688947,1.5701119157340355,1.8169848584595127,1.0,0.0,24.762500000000003,12.741666666666664,0.0,A
2013-09-01,Nice,Montpellier,2013,2.0,1.0,0.7,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.13332444503699753,0.1999600079984003,1.5701119157340355,1.8169848584595127,0.0,0.0,23.104166666666668,4.837499999999999,1.0,D
2013-09-01,St Etienne,Bordeaux,2013,1.0,1.0,0.7,0.2,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.11109876680368849,0.1249843769528809,1.5701119157340355,1.8169848584595127,0.0,0.0,17.008333333333333,18.92083333333333,0.0,H
2013-09-13,Bordeaux,Paris SG,2013,0.5,1.5,0.8,0.3,0.0,1.4157894736842105,1.0394736842105263,1.0,0.0,0.043474480479958263,0.11999040076793857,1.5701119157340355,1.8169848584595127,0.0,0.0,19.183333333333337,4.624999999999999,0.0,A
2013-09-14,Toulouse,Marseille,2013,1.0,2.0,0.7,0.4,0.0,1.4157894736842105,1.0394736842105263,0.0,1.0,0.08332638946754438,0.1176401388153638,1.5701119157340355,1.8169848584595127,1.0,0.0,19.52916666666667,5.745833333333333,0.3,D
2013-09-14,Nantes,Sochaux,2013,1.5,1.0,0.6,0.4,0.0,1.4157894736842105,1.0394736842105263,1.0,0.0,0.14998500149985003,0.11109876680368849,1.5701119157340355,1.8169848584595127,0.0,0.0,15.516666666666673,15.358333333333333,17.6,H
2013-09-14,Valenciennes,St Etienne,2013,1.5,0.5,0.6,0.4,0.0,1.4157894736842105,1.0394736842105263,1.0,1.0,0.1153757403276671,0.0714183688044565,1.5701119157340355,1.8169848584595127,0.0,0.0,15.245833333333332,17.245833333333337,4.199999999999999,A
2013-09-14,Guingamp,Bastia,2013,1.5,0.0,0.7,0.3,0.0,1.4157894736842105,1.0394736842105263,1.0,0.0,0.1304234414398748,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,14.312499999999998,18.950000000000003,4.7,D
2013-09-14,Ajaccio,Evian Thonon Gaillard,2013,0.0,0.0,0.6,0.3,0.0,1.4157894736842105,1.0394736842105263,1.0,0.0,0.0,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,20.4,10.408333333333331,0.0,A
2013-09-14,Montpellier,Reims,2013,1.5,1.0,0.6,0.4,0.0,1.4157894736842105,1.0394736842105263,0.0,1.0,0.16664815020553272,0.09522902580706599,1.5701119157340355,1.8169848584595127,1.0,0.0,19.441666666666663,10.812500000000002,0.0,D
2013-09-15,Lille,Nice,2013,1.0,0.0,0.6,0.3,0.0,1.4157894736842105,1.0394736842105263,2.0,1.0,0.11109876680368849,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,13.7125,14.45,4.9,A
2013-09-15,Lyon,Rennes,2013,2.0,1.5,0.5,0.4,0.0,1.4157894736842105,1.0394736842105263,1.0,0.0,0.12902393393974582,0.19997333688841487,1.5701119157340355,1.8169848584595127,0.0,0.0,15.037500000000003,12.125000000000004,14.1,D
2013-09-15,Monaco,Lorient,2013,2.0,0.0,0.4,0.4,0.0,1.4157894736842105,1.0394736842105263,1.0,0.0,0.1176401388153638,0.0,1.5701119157340355,1.8169848584595127,0.0,1.0,19.3625,6.541666666666667,0.4,H
2013-09-20,St Etienne,Toulouse,2013,1.5,0.3333333333333333,0.4,0.3,0.0,1.4157894736842105,1.6666666666666667,1.0,1.0,0.142843538710599,0.07141326858530314,1.5701119157340355,2.3333333333333335,0.0,0.0,12.804166666666667,9.691666666666665,0.0,A
2013-09-21,Sochaux,Lille,2013,0.5,0.5,0.4,0.2,0.0,1.4157894736842105,1.0394736842105263,1.0,1.0,0.03571173487608028,0.03999680025597952,1.5701119157340355,1.8169848584595127,0.0,0.0,12.775,4.895833333333333,0.0,A
2013-09-21,Reims,Guingamp,2013,1.0,0.0,0.4,0.2,0.0,1.4157894736842105,1.0394736842105263,1.0,0.0,0.11763321962122104,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,14.495833333333332,4.608333333333334,0.0,D
2013-09-21,Rennes,Ajaccio,2013,1.0,0.5,0.4,0.2,0.0,1.4157894736842105,1.0394736842105263,1.0,1.0,0.08332638946754438,0.09998000399920015,1.5701119157340355,1.8169848584595127,0.0,0.0,16.0625,3.1458333333333326,0.0,H
2013-09-21,Bastia,Marseille,2013,2.0,1.6666666666666667,0.4,0.2,0.0,1.4157894736842105,0.6666666666666666,1.0,1.0,0.2499687539057618,0.10203456931208293,1.5701119157340355,3.0,0.0,0.0,20.90833333333333,6.0541666666666645,0.0,D
2013-09-21,Evian Thonon Gaillard,Montpellier,2013,1.3333333333333333,1.5,0.5,0.2,0.0,1.3333333333333333,1.0394736842105263,0.0,0.0,0.08510095100312746,0.29994001199760045,1.3333333333333333,1.8169848584595127,0.0,0.0,14.349999999999996,6.000000000000001,0.0,D
2013-09-22,Lorient,Bordeaux,2013,1.5,1.0,0.5,0.1,0.0,1.4157894736842105,1.0394736842105263,1.0,0.0,0.10344114199020757,0.09522902580706599,1.5701119157340355,1.8169848584595127,0.0,0.0,18.504166666666663,14.316666666666665,0.0,D
2013-09-22,Lyon,Nantes,2013,1.3333333333333333,0.5,0.4,0.1,0.0,0.3333333333333333,1.0394736842105263,2.0,1.0,0.08162765544966634,0.05881660981061052,0.6666666666666666,1.8169848584595127,0.0,0.0,15.8125,7.462499999999999,0.0,H
2013-09-22,Nice,Valenciennes,2013,2.0,0.0,0.4,0.0,0.0,1.4157894736842105,1.0394736842105263,0.0,0.0,0.1481371750240723,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,20.60833333333333,4.441666666666666,0.0,H
2013-09-22,Paris SG,Monaco,2013,1.5,2.0,0.5,0.1,0.0,1.4157894736842105,1.0394736842105263,1.0,1.0,0.04838553595045321,0.15998720102391809,1.5701119157340355,1.8169848584595127,1.0,1.0,18.391666666666666,4.270833333333333,0.0,D
2013-09-24,Lille,Evian Thonon Gaillard,2013,0.6666666666666666,1.5,0.4,0.2,0.0,0.6666666666666666,1.0394736842105263,2.0,0.0,0.04999625028122891,0.10713520462824085,2.0,1.8169848584595127,0.0,0.0,15.387499999999996,6.650000000000001,0.0,H
2013-09-24,Marseille,St Etienne,2013,1.5,1.3333333333333333,0.4,0.3,0.0,1.4157894736842105,0.6666666666666666,1.0,1.0,0.16664815020553272,0.16664583593717452,1.5701119157340355,1.0,1.0,0.0,19.754166666666663,5.066666666666666,0.0,H
2013-09-25,Nantes,Nice,2013,1.3333333333333333,0.6666666666666666,0.5,0.4,0.0,0.6666666666666666,1.3333333333333333,2.0,2.0,0.12901977228010192,0.07691420220743761,0.6666666666666666,1.0,0.0,0.0,18.97083333333333,5.579166666666667,0.0,H
2013-09-25,Toulouse,Lorient,2013,1.0,0.0,0.5,0.4,0.0,1.4157894736842105,1.3333333333333333,0.0,0.0,0.06249609399412536,0.0,1.5701119157340355,2.0,0.0,1.0,22.245833333333334,13.8625,0.0,H
2013-09-25,Monaco,Bastia,2013,1.6666666666666667,0.3333333333333333,0.5,0.4,0.0,0.3333333333333333,1.3333333333333333,2.0,0.0,0.11110370419749796,0.04166145898429363,2.0,2.6666666666666665,0.0,0.0,19.39583333333333,6.379166666666667,0.0,H
2013-09-25,Valenciennes,Paris SG,2013,1.3333333333333333,1.6666666666666667,0.4,0.5,0.0,1.3333333333333333,0.6666666666666666,1.0,1.0,0.11110185262339249,0.12819526703074124,1.6666666666666667,1.6666666666666667,0.0,0.0,15.579166666666667,5.3625,0.5,A
2013-09-25,Bordeaux,Reims,2013,0.3333333333333333,0.6666666666666666,0.3,0.5,0.0,1.3333333333333333,0.6666666666666666,1.0,2.0,0.03447919180774403,0.06666000066660001,1.6666666666666667,2.0,0.0,0.0,21.829166666666666,6.4875,0.0,D
2013-09-25,Ajaccio,Lyon,2013,0.6666666666666666,2.0,0.3,0.5,0.0,1.3333333333333333,1.0394736842105263,1.0,0.0,0.06666000066660001,0.19045805161413198,0.6666666666666666,1.8169848584595127,0.0,1.0,21.245833333333337,3.983333333333334,0.0,H
2013-09-25,Guingamp,Sochaux,2013,1.3333333333333333,0.6666666666666666,0.3,0.5,0.0,1.3333333333333333,1.3333333333333333,1.0,0.0,0.13332000133320002,0.10524654001999684,2.0,2.0,0.0,0.0,17.908333333333335,6.4625,1.1,H
2013-09-26,Montpellier,Rennes,2013,1.0,1.0,0.2,0.4,0.0,0.6666666666666666,1.0,1.0,1.0,0.0882275093374114,0.1499775033744938,2.0,1.6666666666666667,1.0,0.0,19.73333333333333,9.720833333333331,0.9,D
2013-09-28,Evian Thonon Gaillard,Bordeaux,2013,1.5,1.6666666666666667,0.2,0.3,0.0,1.5,2.0,0.0,0.0,0.11362861623071156,0.1562353529356623,1.5,1.3333333333333333,0.0,0.0,18.649999999999995,4.362500000000001,0.0,D
2013-09-28,Lorient,Marseille,2013,2.0,1.25,0.2,0.2,0.0,1.3333333333333333,0.5,1.0,2.0,0.13332444503699753,0.045451446492284615,1.0,2.25,0.0,0.0,18.94583333333333,11.870833333333332,1.1,A
2013-09-28,Lyon,Lille,2013,1.75,1.0,0.2,0.2,0.0,0.5,0.6666666666666666,2.0,2.0,0.06249609399412536,0.07499437542184337,0.5,1.0,0.0,0.0,20.570833333333336,13.858333333333333,0.0,D
2013-09-28,Nice,Guingamp,2013,2.6666666666666665,0.3333333333333333,0.3,0.2,0.0,1.0,1.3333333333333333,1.0,0.0,0.21619868659297894,0.03703292226789616,1.3333333333333333,2.0,0.0,0.0,20.12083333333333,6.720833333333334,0.0,H
2013-09-28,Paris SG,Toulouse,2013,1.3333333333333333,0.75,0.2,0.3,0.0,0.6666666666666666,1.5,1.0,1.0,0.04999812507030986,0.13041777159500934,1.3333333333333333,2.25,1.0,1.0,18.79583333333333,11.845833333333331,7.1000000000000005,H
2013-09-28,Sochaux,Valenciennes,2013,0.3333333333333333,0.0,0.2,0.2,0.0,1.6666666666666667,2.3333333333333335,1.0,0.0,0.023807823250720186,0.0,2.0,1.6666666666666667,0.0,0.0,18.062500000000004,11.208333333333334,0.0,H
2013-09-28,St Etienne,Bastia,2013,1.3333333333333333,0.25,0.2,0.2,0.0,1.0,1.75,1.0,0.0,0.10255621362459298,0.03703292226789616,2.6666666666666665,2.25,0.0,0.0,18.75,17.79583333333333,0.0,D
2013-09-29,Reims,Monaco,2013,1.0,1.6666666666666667,0.2,0.2,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.09374121176139738,0.12499062570307228,1.6666666666666667,2.0,0.0,1.0,17.78333333333334,14.65,1.3,D
2013-09-29,Rennes,Nantes,2013,1.3333333333333333,0.6666666666666666,0.3,0.2,0.0,0.3333333333333333,1.6666666666666667,2.0,1.0,0.10525484830144989,0.07691420220743761,1.3333333333333333,0.3333333333333333,0.0,0.0,19.13333333333333,5.520833333333333,0.4,A
2013-09-29,Ajaccio,Montpellier,2013,1.0,1.6666666666666667,0.4,0.2,0.0,1.25,2.6666666666666665,1.0,0.0,0.13332000133320002,0.2777314891962451,1.75,3.3333333333333335,0.0,0.0,21.600000000000005,16.604166666666668,24.800000000000004,D
2013-10-04,Bastia,Lorient,2013,1.3333333333333333,0.0,0.4,0.2,0.0,0.3333333333333333,1.25,2.0,0.0,0.14284183837445988,0.0,2.0,2.0,0.0,1.0,20.6,27.033333333333346,1.1,H
2013-10-05,Guingamp,Rennes,2013,2.25,0.75,0.5,0.2,0.0,1.25,0.75,1.0,2.0,0.25803954456020384,0.08332291796858726,2.0,1.5,0.0,0.0,15.233333333333334,10.291666666666666,0.0,H
2013-10-05,Lille,Ajaccio,2013,1.25,0.3333333333333333,0.5,0.1,0.0,0.5,1.0,3.0,1.0,0.08695085103145446,0.03703292226789616,1.75,2.0,0.0,0.0,15.220833333333331,8.141666666666667,1.4,H
2013-10-05,Monaco,St Etienne,2013,2.0,1.25,0.5,0.1,0.0,0.25,1.0,3.0,1.0,0.07842675921024253,0.14813168907158464,1.75,1.0,0.0,0.0,17.650000000000002,6.187500000000003,19.9,H
2013-10-05,Nantes,Evian Thonon Gaillard,2013,1.5,1.0,0.6,0.0,0.0,0.5,2.3333333333333335,3.0,0.0,0.09999250056245781,0.0882275093374114,0.75,2.0,0.0,0.0,16.17083333333333,7.200000000000002,0.0,H
2013-10-05,Toulouse,Nice,2013,1.0,0.5,0.7,0.0,0.0,0.6666666666666666,1.5,1.0,2.0,0.06521313827359085,0.10524654001999684,2.0,1.0,0.0,0.0,17.270833333333332,14.116666666666664,8.4,H
2013-10-05,Valenciennes,Reims,2013,1.0,0.5,0.7,0.0,0.0,1.25,0.5,1.0,3.0,0.03225494307002548,0.04166145898429363,1.5,2.0,0.0,0.0,15.516666666666664,8.129166666666668,0.7999999999999999,D
2013-10-06,Bordeaux,Sochaux,2013,0.25,0.75,0.7,0.0,0.0,1.0,2.25,2.0,0.0,0.026313712075362473,0.07999040115186178,1.5,2.5,0.0,0.0,15.612500000000002,7.304166666666668,0.0,H
2013-10-06,Marseille,Paris SG,2013,1.6666666666666667,1.5,0.7,0.1,0.0,1.0,0.5,1.0,2.0,0.16665000166650004,0.15150137866254584,2.0,2.25,1.0,0.0,18.01666666666667,13.54166666666667,0.0,A
2013-10-06,Montpellier,Lyon,2013,0.75,1.6666666666666667,0.6,0.1,0.0,0.5,1.6666666666666667,2.0,0.0,0.04166406266275024,0.13887731577924062,2.25,1.0,1.0,1.0,17.854166666666668,18.85833333333333,0.0,H
2013-10-18,Nice,Marseille,2013,2.25,1.4,0.7,0.2,0.0,0.75,0.4,2.0,3.0,0.18419598452753733,0.07894113622608742,1.25,2.0,0.0,0.0,16.91666666666666,4.35,0.2,H
2013-10-18,Reims,Toulouse,2013,1.0,0.6,0.6,0.2,0.0,0.75,1.6,1.0,1.0,0.05713795960346256,0.11109876680368849,1.5,2.4,0.0,1.0,12.116666666666667,10.933333333333332,0.0,A
2013-10-19,Rennes,Valenciennes,2013,1.25,0.0,0.5,0.2,0.0,1.0,2.25,2.0,0.0,0.09676482921007644,0.0,1.25,2.0,0.0,0.0,15.616666666666667,15.291666666666664,19.0,D
2013-10-19,Paris SG,Bastia,2013,1.5,0.6,0.5,0.2,0.0,0.5,1.8,2.0,0.0,0.08771468168342017,0.11109876680368849,1.0,2.6,1.0,0.0,14.545833333333334,12.754166666666668,0.9,H
2013-10-19,Evian Thonon Gaillard,Guingamp,2013,1.4,0.25,0.4,0.2,0.0,1.4,1.25,0.0,0.0,0.1315685603768124,0.03124707058713246,1.8,2.0,0.0,0.0,14.975,6.2875000000000005,0.3,A
2013-10-19,Montpellier,Lille,2013,1.6,0.75,0.4,0.2,0.0,0.6,0.5,2.0,3.0,0.09803344901280317,0.05127810681229649,2.2,1.25,1.0,0.0,18.1,29.14583333333333,9.7,A
2013-10-19,Ajaccio,Nantes,2013,1.0,1.25,0.4,0.3,0.0,1.2,1.5,1.0,1.0,0.14284489900865643,0.12498828234852984,2.0,0.75,0.0,0.0,20.01666666666667,5.2,0.0,A
2013-10-20,Lyon,Bordeaux,2013,1.4,1.5,0.4,0.3,0.0,0.4,1.75,3.0,0.0,0.08570693940519385,0.12194229690510452,1.0,1.75,0.0,0.0,16.337500000000002,15.741666666666664,3.6000000000000005,D
2013-10-20,Sochaux,Monaco,2013,0.75,1.5,0.4,0.2,0.0,1.25,0.75,2.0,1.0,0.05127810681229649,0.09301676627212055,2.5,1.75,0.0,1.0,14.379166666666665,11.9625,6.4,D
2013-10-20,St Etienne,Lorient,2013,1.5,0.2,0.4,0.2,0.0,1.25,1.8,1.0,0.0,0.0999940003599784,0.038457101103718805,2.5,2.4,0.0,1.0,14.770833333333336,13.795833333333334,5.499999999999999,H
2013-10-25,Nantes,Lille,2013,1.8,0.8,0.4,0.2,0.0,0.4,0.4,4.0,4.0,0.1764550186748228,0.07894113622608742,0.8,1.6,0.0,0.0,16.941666666666663,14.5,1.5,A
2013-10-26,Toulouse,Rennes,2013,1.0,0.6,0.5,0.2,0.0,0.5,1.0,2.0,2.0,0.07142346975216056,0.0,1.75,1.4,0.0,0.0,20.70833333333333,15.733333333333333,0.3,A
2013-10-26,Marseille,Reims,2013,1.5,0.6,0.5,0.2,0.0,1.25,0.6,1.0,3.0,0.12120110293003666,0.03703292226789616,2.25,2.0,1.0,0.0,20.266666666666666,13.69166666666667,0.0,A
2013-10-26,Valenciennes,Evian Thonon Gaillard,2013,1.0,0.75,0.4,0.2,0.0,1.2,2.5,1.0,0.0,0.04761564650144037,0.10343757542323209,1.2,2.0,0.0,0.0,16.458333333333332,20.03333333333333,0.0,A
2013-10-26,Guingamp,Ajaccio,2013,2.2,0.25,0.5,0.2,0.0,1.0,1.5,2.0,1.0,0.1860335325442411,0.0,1.6,1.75,0.0,0.0,15.5375,27.941666666666663,0.5,H
